17

910 1694
60 435 493
704 638 831
526 67 792
66 188 926
329 131 927
465 25 614
99 43 524
10 685 417
307 609 530
107 724 617
750 726 15
859 483 771
305 296 58
251 642 2
376 561 432
724 387 867
299 517 392
503 753 555
878 373 317
413 45 600
311 689 779
405 92 645
587 858 803
428 703 346
633 873 165
550 876 399
714 697 785
770 375 465
323 393 299
254 746 111
101 27 603
360 169 582
780 49 313
352 238 383
27 842 751
43 154 217
25 507 267
289 204 955
42 842 494
53 452 746
19 824 604
208 593 372
441 200 640
475 75 256
596 385 188
556 840 775
647 654 661
592 845 951
762 722 322
311 491 845
415 440 410
836 355 466
305 374 389
453 722 4
389 21 783
419 40 381
214 121 590
825 833 986
41 362 384
43 821 960
305 612 548
783 463 66
287 295 426
16 732 628
164 388 677
441 279 882
709 629 331
57 490 192
270 655 599
377 697 304
592 661 150
520 597 367
210 157 70
765 264 980
83 271 230
160 478 951
434 387 287
381 9 716
594 634 436
818 611 725
598 196 839
284 850 210
674 645 279
806 737 801
553 140 44
217 510 754
819 90 361
313 520 256
645 656 521
11 780 676
56 230 17
115 592 315
785 140 199
636 471 167
479 820 718
593 344 451
482 426 161
464 84 594
364 627 301
608 220 283
174 267 319
252 368 373
54 89 919
296 428 488
514 767 707
238 445 60
143 458 825
826 491 610
226 572 688
326 674 430
573 300 376
290 227 701
189 645 772
300 464 144
473 41 608
239 229 610
283 748 765
724 248 508
665 813 373
69 56 117
748 332 315
811 204 790
492 760 790
312 153 820
641 584 120
379 20 212
361 103 250
309 785 418
497 765 726
730 803 471
820 79 929
408 253 80
527 700 944
186 452 631
592 179 490
371 787 877
316 76 637
735 684 237
363 672 2
707 602 135
449 135 508
642 309 992
571 738 818
437 591 259
709 519 792
566 567 274
809 224 20
844 189 578
655 403 32
254 255 292
76 500 618
16 595 241
781 169 981
872 880 49
501 505 773
513 587 418
294 458 379
873 22 742
879 470 396
474 35 638
573 575 999
34 655 854
473 350 945
485 620 830
792 376 670
218 802 159
830 146 830
704 150 530
639 462 518
696 186 319
720 784 254
628 865 209
34 394 815
251 832 11
317 281 504
87 783 820
854 762 101
692 352 450
282 300 596
144 299 37
494 840 287
21 45 768
868 233 19
779 41 927
159 617 185
313 809 686
374 746 193
247 640 51
818 57 875
629 639 563
508 796 84
397 859 485
718 51 356
239 433 522
586 563 7
348 786 207
753 538 192
369 627 873
809 384 819
504 168 409
93 471 127
90 202 560
516 513 486
103 477 712
654 678 479
448 390 523
369 507 486
195 407 865
573 813 467
266 821 780
578 862 659
448 444 111
427 10 917
51 759 14
381 803 875
676 540 589
348 725 153
670 353 925
739 568 174
232 601 21
448 874 252
66 336 970
832 17 546
139 384 280
185 120 432
673 560 469
307 869 453
499 532 979
806 616 28
528 465 742
480 361 431
259 175 521
231 450 260
86 10 114
532 289 449
482 119 299
68 72 273
639 173 853
86 723 596
696 493 541
264 342 609
650 179 115
338 879 158
372 87 769
393 527 244
437 481 273
87 76 605
324 707 482
191 815 506
371 210 964
493 651 759
719 233 304
760 784 509
809 401 331
482 866 563
568 386 519
594 244 703
159 252 269
474 127 555
136 561 623
270 135 528
614 632 337
639 381 497
401 76 91
769 736 131
800 617 663
27 820 690
148 794 353
642 821 518
167 119 986
660 239 396
71 102 839
182 780 309
759 237 952
558 329 735
729 156 774
167 39 866
779 665 767
168 849 805
104 106 69
780 204 156
809 858 971
481 790 126
239 288 514
848 447 658
201 641 283
230 249 18
168 675 606
361 280 715
644 71 602
721 690 609
360 309 130
199 419 529
184 147 177
143 544 926
120 516 50
346 379 426
229 753 168
460 609 139
777 288 604
446 562 489
854 29 623
107 352 447
580 156 879
9 540 977
360 754 200
295 442 803
490 190 1000
439 761 199
379 610 968
525 546 870
400 231 910
42 483 256
447 636 954
644 677 409
314 807 124
662 870 563
148 697 787
354 394 9
376 510 935
455 876 847
606 263 428
367 150 849
384 414 552
115 530 70
684 673 176
841 8 116
630 107 813
452 413 973
442 269 467
63 217 13
234 520 841
808 737 439
373 555 473
241 619 614
43 722 178
342 505 613
189 471 834
288 237 264
610 812 254
35 716 235
92 766 468
567 31 845
320 37 338
101 250 200
389 873 588
570 266 834
858 699 892
778 45 347
538 470 699
512 319 637
827 686 319
681 289 900
846 255 255
230 174 137
777 660 808
819 304 410
674 654 752
25 22 938
639 252 228
352 402 815
365 632 637

998 1813
317 76 469
430 310 918
80 182 780
152 316 417
876 101 713
44 758 114
567 762 479
835 655 288
143 995 794
971 170 627
203 575 291
859 190 579
461 340 546
948 71 16
807 955 907
600 535 499
173 274 363
915 889 52
784 343 913
467 171 673
409 455 417
267 66 69
196 78 823
757 365 53
799 48 503
842 78 145
364 397 548
759 196 849
203 991 898
86 610 850
701 764 676
461 310 538
452 979 6
591 639 856
255 173 994
410 117 241
904 704 592
40 3 187
855 319 337
444 388 833
45 153 767
277 719 632
736 847 570
209 615 242
60 205 664
85 607 323
261 513 695
336 936 382
60 757 732
184 893 430
551 129 524
488 256 28
881 528 812
940 693 725
867 265 718
914 578 700
483 745 319
765 227 427
159 350 36
250 774 474
66 921 284
140 747 497
595 545 860
528 619 456
259 451 806
301 249 559
113 827 199
706 69 268
767 737 839
727 105 526
492 177 264
338 42 913
531 100 419
486 897 971
273 191 845
368 95 26
845 342 2
523 996 200
316 70 953
512 29 308
140 173 853
163 922 281
685 153 462
434 772 286
644 985 562
473 62 521
278 921 672
606 61 11
666 559 913
746 237 74
687 16 554
371 425 444
965 754 155
974 65 986
439 61 841
175 964 852
190 350 864
810 406 152
56 496 665
741 990 927
296 96 480
351 682 972
102 527 544
306 917 205
124 696 493
502 258 585
857 723 71
146 202 684
276 267 14
796 709 479
735 6 215
141 648 377
452 326 837
746 347 942
1 360 257
192 716 732
118 453 519
196 925 603
282 419 925
226 804 718
562 843 674
139 942 18
706 939 415
762 288 140
541 121 757
673 424 213
280 106 885
898 94 709
913 291 529
583 957 139
561 904 16
486 716 483
561 605 801
669 59 723
963 429 565
447 717 882
87 965 833
820 275 174
946 436 655
630 492 737
288 333 1000
512 900 779
55 106 405
339 884 219
500 72 159
85 570 524
724 830 625
238 432 354
191 518 596
578 267 537
769 509 982
626 650 140
866 439 221
212 92 61
682 35 827
589 330 562
879 767 783
561 452 683
836 401 472
216 568 68
461 882 269
911 298 577
320 878 7
841 311 210
786 27 318
255 625 238
14 678 120
320 921 954
18 518 598
426 987 321
450 162 908
953 939 409
363 575 368
601 808 646
633 276 679
615 545 32
950 882 158
813 863 249
825 738 879
408 995 388
45 228 359
880 747 326
295 653 638
860 671 397
682 302 897
17 839 995
576 577 53
847 343 851
530 540 934
292 138 646
920 252 53
35 987 986
52 403 407
190 430 847
309 681 475
213 595 424
995 431 796
231 121 182
639 828 629
498 937 155
799 56 402
228 522 688
399 857 462
46 258 319
565 85 849
33 103 27
71 797 28
522 618 894
113 655 999
879 924 474
916 129 948
68 355 707
303 130 25
288 750 659
951 27 230
991 557 259
621 168 204
919 113 10
264 643 390
526 253 149
339 573 683
144 616 968
625 137 192
219 186 543
407 660 330
400 326 787
783 275 412
54 943 313
691 568 186
987 789 933
680 412 943
832 256 937
833 37 172
44 131 472
916 138 815
110 369 21
934 368 906
354 90 2
471 520 658
807 901 727
275 210 284
185 625 933
731 52 361
708 934 978
303 954 979
40 42 162
378 488 351
980 781 166
404 160 16
757 434 670
132 733 400
141 211 900
744 712 878
499 18 684
583 247 444
54 803 946
36 594 627
188 222 565
220 326 699
509 592 401
839 236 946
974 944 517
162 627 720
676 225 686
35 398 335
444 411 798
463 132 992
334 793 212
803 182 320
739 249 979
131 706 383
126 978 29
481 774 858
790 72 249
215 709 545
828 283 317
732 236 33
855 321 542
95 553 471
136 662 796
415 117 725
26 977 910
910 684 239
730 599 302
327 926 152
598 780 307
258 932 305
182 631 999
262 660 761
317 754 498
354 363 142
82 231 478
188 836 922
557 806 431
952 680 690
613 574 313
342 718 846
539 916 622
918 459 439
951 792 766
592 275 133
765 886 556
783 445 848
549 593 571
872 824 235
549 383 262
9 857 100
106 826 943
741 976 573
600 102 855
880 167 944
11 376 412
707 73 932
854 460 975
997 653 609
699 899 627
452 297 418
245 458 960
832 546 440
810 916 777
444 365 735
130 322 459
360 914 861
6 981 317
61 356 402
82 978 612
422 278 383
831 323 299
637 464 971
34 901 761
246 503 836
205 147 228
43 246 606
941 404 415
799 10 559
226 888 760
245 453 100
988 642 967
463 425 68
504 91 78
394 702 709
602 217 78
113 334 664
252 227 71
777 387 950
263 377 854
314 230 293
228 967 932
499 843 338
451 478 385
814 305 510
109 99 257
312 368 130
400 445 493
349 766 455
315 512 966
603 696 277
429 330 761
452 374 451
523 90 850
164 918 186
521 742 602
813 610 783
287 539 235
512 717 944
749 263 796
427 8 970
983 165 792
811 489 719
92 346 464
260 818 35
482 600 520
478 725 481
364 273 850
788 305 677
726 746 402
570 994 394
964 705 894
838 42 622
167 802 721
747 951 651
913 976 553
708 910 99
274 159 959
162 704 388
538 809 587
132 870 219
632 214 493
685 501 697
317 795 34
457 139 456
280 941 698
226 821 552
233 930 912
862 555 327
299 386 379
232 782 37
578 355 163
801 600 16
161 451 434
990 549 232
192 64 47
927 568 723
225 66 30
285 38 908
873 63 715
850 471 27
150 687 26
621 182 43
132 366 296
101 30 77
147 411 752
607 617 222
89 215 847
864 56 63
935 660 604
534 454 617
258 200 823
213 52 338
278 772 994
434 195 352
959 837 325
58 543 960
810 906 815
936 334 959
915 370 798
363 17 669
918 312 657
707 910 784
95 172 247
155 193 352
98 90 841
911 922 518
5 460 941
693 600 625
907 390 995
922 712 901
907 682 818
53 51 864
817 86 995
812 471 225
157 229 939
531 907 375
311 262 686
661 842 876
905 500 369
157 21 990
790 378 888
912 745 574
739 443 277
635 184 406
299 685 504
271 825 321
155 901 875
230 535 923
644 270 101
17 341 807
817 476 64
288 588 285
879 863 429
450 764 56
434 416 513
920 781 20
630 539 790
208 166 544
724 400 753
674 630 39
770 360 706
711 112 424
516 692 35
563 763 634
280 202 253
720 2 448
333 367 364
485 181 848
725 46 288
841 325 937
17 290 894
928 15 347
448 812 324
511 704 665
574 316 154
237 847 321
827 526 104
441 197 585
702 640 917
345 583 188
297 54 791
858 40 620
648 68 191
501 811 552
389 477 150
460 387 198
189 207 859
855 742 431
333 938 478
774 724 230
878 918 810
961 423 762
873 357 842
797 636 630
589 494 981
513 282 678
125 206 343
839 880 166
784 102 412
851 372 384
477 64 695
136 131 2
765 131 532
302 821 539
847 975 320
780 865 253
623 217 276
475 276 951
381 672 304
938 704 202
234 750 417
189 995 966
307 238 558
576 350 844
159 814 248
71 328 579
978 796 715
1 931 961
96 826 332
23 881 162
478 34 980
258 640 9
36 265 54
951 733 256
146 451 123
854 546 747
72 294 938
508 486 841
780 849 880
715 954 483
98 308 644
534 998 713
96 94 133
749 301 612
507 128 818
78 881 589
574 215 895
776 574 898
729 846 666
420 210 411
201 72 751
808 6 886
983 50 246
582 373 824
749 259 307
465 971 813
350 411 232
865 253 916
27 105 788
558 452 92
735 307 315
515 221 478
651 243 836
920 380 640
616 96 591
784 290 622
689 964 436
427 43 211
828 647 845
470 471 227
720 707 184
405 566 791
167 139 352
660 651 464
48 409 329
608 583 584
293 143 643
597 836 952
962 579 193
116 125 963
752 694 611
913 93 271
57 560 614
375 763 581
223 43 26
647 866 928
344 792 703
147 281 50
804 801 434
286 318 374
306 400 682
308 417 543
601 895 222
237 575 788
351 303 955
32 78 156
574 923 812
939 221 719
642 927 166
210 107 656
176 192 140
490 305 373
376 327 286
979 73 339
561 758 221
289 648 138
206 132 685
703 971 863
68 366 991
241 70 386
992 630 72
333 226 995
461 21 868
850 523 752
925 96 832
604 266 377
518 586 448
292 819 397
410 482 372
325 167 473
261 875 278
779 591 999
990 496 419
106 950 250
482 311 941
819 276 709
581 793 768
125 771 706
767 631 32
661 969 829
945 514 559
933 757 290
800 232 677
622 107 480
460 655 630
101 668 637
574 793 345
905 964 668
31 166 723
157 51 771
895 250 520
137 700 819
442 614 398
831 710 13
25 667 538
242 914 855
989 684 616
537 24 283
342 766 843
46 758 85
377 543 16
146 302 511
505 829 137
420 169 208
509 146 703
255 68 586
379 369 1000
798 575 634
808 744 147
904 542 54
122 332 524
16 864 310
314 39 728
492 206 183
862 201 906
566 295 786
521 810 230
212 138 608
660 608 824
31 548 226
624 395 59
514 682 564
524 131 283
130 402 240
623 418 772
762 98 282
632 825 40
441 277 971
417 766 422
626 25 217
178 680 660
236 663 914
844 732 594
129 389 381
162 144 149
689 171 779
178 528 769
989 924 84
603 501 508
327 2 569
203 594 575
371 821 379
58 487 479
674 220 149
63 707 629
666 31 633
639 707 851
889 776 983
30 598 584
961 906 162
659 254 416
809 33 217
362 319 709
121 304 188
831 363 511
19 520 252
773 478 372
753 27 85
744 156 920
248 74 552
783 448 971
291 472 888
683 81 82
649 64 467
4 78 561
842 946 206
628 559 142
505 88 397
33 784 223
364 413 860
848 909 705
619 862 311
534 952 878
577 814 178
143 921 896
910 891 695
473 739 57
637 785 644
914 248 141
773 569 352
57 191 350
43 375 76
625 313 398
218 356 643
795 855 362
857 579 778
513 171 846
895 377 67
780 803 513
52 181 218
450 500 351
516 534 917
698 872 531
113 545 483
21 823 592
356 135 68
63 759 588
749 218 991
371 870 623
552 78 545
83 140 742
379 880 793
914 67 225
946 403 4
893 899 502
615 29 395
397 456 580
808 758 276
772 523 506
609 66 692
499 620 46
452 154 989
69 152 319
672 437 864
132 407 878
396 528 23
174 533 528
543 342 251
103 80 569
794 110 623
372 431 3
790 574 445
168 478 721
495 491 263
327 177 42
164 309 792
228 856 856
941 268 176
471 620 25
276 826 58
591 633 165
398 249 729
668 913 177
866 411 815
140 309 243
897 844 908
270 290 308
16 535 280
474 824 985
967 463 67
563 257 867
274 469 631
554 276 330
448 178 457
798 532 282
3 202 119
902 899 458
413 153 181
811 875 550
62 666 861
449 268 4
79 353 135
9 397 47
917 987 57
501 888 681
295 403 49
512 722 895
61 683 954
7 779 549
363 666 609
920 259 88
802 334 951
319 564 301
291 391 526
623 202 615
467 236 716
15 922 809
846 460 382
131 217 199
650 319 11
978 55 995
951 557 169
288 720 62
981 422 334
382 49 241
618 673 112
170 609 258
117 938 327
857 606 460
177 768 637
540 106 151
44 448 642
43 556 389
159 411 992
598 258 969
638 715 644
837 991 980
944 879 462
925 433 105
76 66 694
643 45 770
633 354 81
375 332 356
136 201 241
544 378 625
687 924 975
727 971 150
896 534 196
868 649 524
943 416 163
174 776 984
398 247 540
687 984 170
425 963 404
178 872 327
436 694 507
855 836 220
730 848 428
399 34 896
909 719 748
890 408 972
898 915 689
526 651 456
335 359 82
48 854 345
948 87 336
694 381 488
627 622 346
173 696 930
528 399 974
816 345 605
980 951 364
305 313 660
697 95 887
960 183 191
182 752 572
81 174 872
74 455 497
4 768 365
751 409 344
378 467 477
791 989 435
500 779 637
395 166 650
47 540 50
714 584 68
275 37 868
250 761 965
543 846 810
372 162 208
808 310 646
372 863 306
53 460 853
565 175 145
492 831 962
338 750 280
728 416 954
746 679 460
83 286 525
153 22 949
448 980 692
697 443 156
732 301 66
269 262 525
832 488 92
5 809 994
944 233 445
774 321 961
865 938 156
468 661 177
747 640 282
448 922 392
966 621 50
511 522 990
838 351 503
243 150 590
103 462 962
844 299 655
613 667 337
628 586 283
962 808 709
905 556 432
691 507 408
942 745 869
361 372 123
94 22 353
453 638 694
929 33 60
104 705 633
915 762 468
436 821 437
538 748 378
168 458 383
434 452 64
647 942 327
670 319 960
456 808 25
825 910 263
434 853 722
539 642 243
661 895 839
52 30 707
768 92 997
588 949 768
693 47 878
140 928 646
675 13 130
872 647 809
955 687 776
542 653 634
522 721 259
882 374 833
143 705 116
475 720 390
428 275 849
137 865 508
539 25 68
862 48 81
772 101 787
84 655 251
723 16 440
678 72 707
813 353 819
704 676 223
269 644 807
166 903 133
894 510 318
374 937 244
953 486 457
231 258 212
509 100 29
198 950 938
844 105 658
404 211 258
301 990 556
831 155 150
616 835 658
597 779 242
180 497 860
569 583 476
47 860 466
505 225 889
338 856 181
103 928 183
169 716 590
865 848 655
489 340 732
222 634 783
151 333 91
890 637 986
591 312 985
337 453 636
845 593 949
119 826 692
671 847 501
567 676 18
726 174 103
119 956 386
259 577 719
811 25 200
670 922 182
798 400 414
715 27 951
124 494 772
138 179 727
577 601 955
925 409 243
986 220 918
425 589 959
381 566 205
195 817 480
922 522 663
807 481 528
216 573 364
476 998 723
277 342 271
213 250 305
396 554 667
24 392 813
130 782 29
384 654 860
314 246 890
182 644 33
153 233 982
404 939 586
64 701 266
8 470 742
179 872 736
466 577 289
319 202 403
787 862 365
30 867 818
549 785 828
806 557 282
632 636 897
418 315 130
535 642 867
633 383 447
784 33 81
819 335 698
611 760 518
253 204 186
21 838 496
298 448 384
125 956 832
774 945 655
688 568 707
732 837 238
877 753 948
563 305 474
891 286 158
225 522 299
750 365 266
394 445 938
144 910 379
241 595 180
792 733 381
253 139 921
418 622 334
579 703 995
921 769 800
612 738 339
484 172 611
151 485 684
922 635 411
516 814 839
806 376 109
715 795 553
741 438 863
848 12 887
484 489 551
289 749 23
983 274 251
553 428 404
703 265 387
111 961 382
95 278 288
314 875 562
196 643 565
420 539 308
228 842 341
614 419 743
377 887 837
65 764 27
745 958 823
808 124 331
432 531 413
222 280 104
434 748 549
321 847 986
338 275 636
29 371 846
142 805 816
756 85 313
679 150 317
188 82 283
219 262 151
912 929 304
715 593 817
597 865 392
627 181 776
830 43 4
497 604 534
621 400 453
564 844 747
969 947 868
285 579 996
860 447 244
14 120 484
411 597 400
182 993 122
482 718 851
385 98 673
34 333 1000
434 844 656
155 953 594
152 996 712
362 481 273
412 932 267
677 673 952
453 948 39
907 948 63
898 209 511
2 707 596
40 107 949
86 877 960
372 631 976
176 10 1
266 147 126
278 987 865
557 148 451
43 394 664
937 767 586
936 742 314
289 584 24
695 216 293
576 12 907
512 61 454
476 655 811
467 709 411
423 414 763
896 156 232
554 58 727
743 771 670
887 24 869
635 116 643
959 678 860
151 760 885
228 949 281
718 675 159
672 289 613
235 752 232
239 585 918
420 818 993
533 282 526
451 888 119
184 107 729
792 231 531
781 887 636
758 932 865
591 997 740
447 816 336
344 776 640
113 776 492
356 396 219
166 389 104
644 450 290
381 932 683
688 888 43
691 279 984
773 215 6
384 330 422
945 774 73
294 983 704
919 501 776
888 189 196
983 895 70
370 928 728
788 722 214
56 118 227
138 802 61
111 398 918
932 225 210
428 249 675
749 369 571
832 719 767
600 365 907
301 179 72
603 62 588
636 631 754
998 98 716
12 476 753
412 215 496
865 857 805
132 174 960
920 343 478
638 938 894
79 86 60
20 390 420
249 202 846
862 213 795
927 626 420
323 678 314
810 649 321
4 952 518
990 941 123
704 312 435
734 249 380
815 460 285
761 268 909
779 429 471
814 340 827
601 327 255
154 975 795
216 110 527
238 409 643
456 136 411
324 52 517
57 462 925
679 711 710
3 238 40
70 867 432
617 886 269
371 218 506
37 289 482
958 567 513
296 174 942
357 86 970
832 82 438
5 479 161
113 228 547
701 265 871
192 203 308
848 75 447
187 482 963
325 656 675
758 913 457
797 690 886
34 632 15
110 113 885
740 437 725
900 977 245
485 811 19
137 38 815
417 646 683
428 109 389
841 599 138
583 152 473
313 792 906
8 993 453
494 227 140
665 686 879
340 759 471
899 227 237
647 54 492
514 401 682
489 57 226
787 553 864
753 736 239
359 7 515
578 206 199
53 928 806
673 708 740
278 156 179
946 455 421
401 472 101
503 144 514
608 959 515
826 644 865
253 483 740
867 556 538
335 283 351
567 966 787
131 118 567
398 239 318
133 515 698
720 325 348
430 519 156
587 880 330
521 659 463
951 156 910
856 72 555
9 891 292
284 414 636
943 165 749
788 86 56
584 567 742
297 956 889
126 164 521
232 398 732
598 99 613
37 701 668
355 970 160
914 877 611
562 894 324
49 491 765
537 869 965
278 17 351
379 636 379
522 216 463
746 674 479
270 181 629
569 174 804
998 978 984
281 140 551
330 170 859
140 833 605
53 274 219
576 680 946
510 463 990
308 782 176
399 249 484
828 556 553
189 380 9
491 330 219
62 798 286
174 807 108
266 341 303
970 417 810
959 317 510
280 235 941
469 433 601
707 577 999
996 848 181
548 813 701
381 371 954
864 503 49
178 708 100
479 391 701
284 637 623
356 153 314
115 660 80
749 86 179
501 226 717
942 673 546
197 222 437
75 586 309
635 562 587
708 370 411
387 31 374
175 800 790
148 874 194
359 244 687
173 48 853
107 153 876
879 864 485
327 10 478
141 437 388
625 467 104
731 842 373
513 705 631
604 303 993
830 231 686
184 178 821
221 405 322
592 239 964
203 472 174
444 939 3
569 122 741
823 444 957
154 929 575
252 273 685
881 947 216
784 28 85
215 472 601
218 995 256
812 392 70
168 251 888
482 315 788
178 455 88
345 184 969
316 30 294
991 417 437
484 748 675
373 363 192
901 914 931
171 517 46
295 922 938
87 18 324
886 810 50
994 419 457
331 617 92
194 437 162
459 333 860
990 613 559
306 960 474
639 91 883
732 168 658
88 808 817
57 213 981
472 924 359
704 620 699
771 289 233
511 510 691
192 441 960
516 932 154
911 218 356
361 367 170
613 203 379
511 39 589
818 187 514
830 110 454
466 475 688
195 564 765
330 772 537
471 730 895
459 541 684
399 926 519
429 567 762
338 68 181
531 829 586
251 13 583
451 876 71
968 362 912
591 22 650
359 46 510
529 553 409
238 141 664
403 479 761
398 866 629
79 693 654
501 718 312
872 110 331
11 671 897
821 642 778
56 742 153
759 951 952
494 164 765
442 448 771
629 775 24
881 270 386
625 148 330
230 753 164
429 839 79
864 689 390
370 426 432
206 520 210
858 699 220
661 508 934
767 865 338
691 126 67
917 866 989
152 996 915
234 506 168
544 655 153
199 142 630
568 980 83
559 29 824
951 545 242
485 363 868
212 250 816
24 835 213
856 356 141
636 517 276
209 137 976
373 342 676
720 397 377
95 400 35
846 261 243
797 506 46
499 273 934
940 122 709
339 18 837
903 393 895
660 152 483
840 513 256
682 88 330
819 14 386
589 801 787
864 839 262
823 352 865
700 442 433
468 577 31
225 860 260
697 94 21
615 407 204
52 359 81
147 95 183
302 253 262
345 93 95
491 797 50
913 107 633
32 649 334
877 207 435
81 946 810
41 529 902
321 180 370
367 321 683
50 352 427
416 348 993
55 530 823
622 209 718
126 533 405
118 329 291
31 857 420
823 368 813
830 97 960
313 982 515
658 936 159
94 589 998
384 197 636
62 980 592
890 10 776
431 470 264
144 808 367
670 603 461
263 343 945
966 712 638
943 957 131
543 466 237
885 120 456
312 468 604
795 75 591
399 706 739
534 696 315
105 502 48
940 726 427
244 319 692
95 626 546
369 706 202
755 638 489
480 549 689
626 966 867
886 663 190
575 89 347
255 131 875
990 318 106
255 880 161
275 610 478
184 755 595
139 951 89
286 529 526
69 742 243
37 442 147
227 550 667
948 642 983
621 563 98
148 360 763
80 815 90
625 668 183
5 629 521
995 707 46
115 116 386
987 33 341
440 370 778
467 254 777
61 897 561
131 227 51
965 417 594
903 101 699
541 248 749
658 966 247
732 474 706
960 191 234
544 695 276
850 7 984
158 744 288
468 33 117
198 592 484
241 282 411
678 473 634
648 328 553
35 482 295
241 737 213
276 98 72
237 164 158
843 616 885
467 589 769
798 742 17
363 835 158
538 273 813
947 120 138
546 262 878
280 442 249
837 927 27
590 811 21
732 514 829
927 7 146
722 651 994
321 293 653
544 364 212
901 708 508
39 255 526
840 398 763
664 890 653
683 968 782
285 9 974
867 318 612
586 10 131
425 335 180
325 295 470
609 765 306
828 927 332
209 80 91
397 399 774
9 797 542
941 885 971
259 789 189
657 637 902
524 562 87
444 289 509
429 548 364
233 774 346
944 933 438
110 713 933
381 614 940
718 933 200
779 27 231
359 108 580
580 373 363
105 214 390
940 24 736
389 394 237
497 445 837
48 21 784
843 468 245
385 459 42
196 234 897
817 115 328
422 839 417
710 569 316
822 596 994
679 119 959
955 771 617
736 30 105
555 292 513
436 364 747
88 602 232
180 526 992
322 619 275
942 860 883
462 6 283
714 377 411
698 345 662
734 184 946
836 527 517
597 130 60
437 883 74
911 949 991
920 57 13
130 540 810
462 693 537
166 279 323
506 862 476
432 270 876
168 52 883
524 806 492
202 606 829
894 17 884
398 265 57
1 258 866
794 975 142
381 746 532
195 877 92
482 281 213
470 848 214
290 97 708
7 662 186
846 897 120
522 498 892
865 552 911
110 56 459
134 648 767
584 465 312
149 657 154
64 102 10
324 690 816
7 955 233
832 878 525
735 925 338
254 754 139
614 747 160
273 659 256
457 455 325
837 244 606
118 744 824
776 268 715
716 67 384
113 749 598
441 842 599
848 902 208
857 849 533
100 824 176
462 67 850
435 271 237
11 877 943
149 115 971
949 65 458
854 789 426
680 273 159
863 186 682
79 373 746
308 923 492
921 396 281
247 908 545
113 260 302
330 664 74
691 918 53
292 589 162
229 618 468
334 330 123
343 41 567
345 165 273
155 108 617
894 836 238
676 392 276
644 243 91
10 634 498
927 431 556
561 926 868
907 864 644
48 571 657
408 782 935
11 247 812
59 104 669
188 304 66
806 633 769
170 895 409
124 886 884
590 797 585
452 445 368
27 197 50
313 534 933
974 325 168
14 667 907
5 216 808
236 769 740
825 366 721
646 457 390
445 667 965
927 965 270
727 402 532
424 454 395
191 388 939
403 362 829
530 270 65
439 797 448
190 333 920
77 106 233
744 566 583
827 214 521
493 881 357
804 204 392
234 964 636
754 627 631
456 522 965
503 244 851
481 866 25
347 305 992
724 262 926
756 623 143
563 585 763
725 121 795
849 923 347
434 745 959
194 227 163
7 390 259
369 725 901
549 623 894
419 515 895
42 160 816
577 149 261
478 586 327
840 540 469
664 926 984
366 880 515
462 259 958
482 23 262
721 736 908
901 622 376
476 726 656
901 612 120
583 740 983
804 519 102
302 463 341
412 418 125
196 832 539
54 763 592
403 494 89
689 881 282
319 685 842
668 596 275
820 235 102
616 416 855
210 914 54
71 253 875
910 940 752
786 179 213
874 359 111
591 510 574
85 913 359
43 115 949
810 190 820
345 294 124
319 933 54
235 483 826
564 263 211
303 473 617
113 32 365
993 371 676
805 936 788
281 416 675
92 636 105
908 965 428
368 642 328
472 279 980
553 457 166
686 302 550
711 73 346
791 30 974
589 142 457
321 965 332
954 404 158
627 137 324
189 504 903
221 366 22

940 1632
937 561 211
643 526 973
891 442 253
634 330 827
247 854 893
524 177 18
9 685 49
850 806 255
914 510 608
913 178 897
840 609 236
60 774 564
299 165 121
146 86 178
349 203 945
366 264 585
421 74 43
480 875 151
233 555 318
157 616 296
6 284 224
543 831 701
64 172 289
493 547 293
316 915 200
573 733 309
900 71 27
207 218 717
584 324 14
393 708 500
278 933 280
758 924 989
652 680 712
61 549 136
76 87 57
554 481 84
540 624 814
685 135 340
37 792 612
221 585 963
833 300 434
126 783 901
749 85 472
46 863 106
163 180 12
4 629 36
652 556 312
374 586 294
505 558 166
709 795 100
937 733 595
745 28 31
192 587 458
177 632 656
586 657 295
506 571 308
643 717 27
354 608 122
196 839 115
490 823 221
840 542 596
278 380 217
76 819 143
775 891 99
296 17 857
276 712 571
133 816 79
596 102 431
606 117 903
619 419 65
635 38 328
816 802 82
459 41 77
166 508 994
819 354 783
591 104 876
510 422 956
360 798 423
517 549 657
775 359 32
919 239 237
263 58 924
562 697 587
645 667 686
175 396 898
74 428 865
152 78 390
583 510 265
80 794 496
625 435 366
922 632 874
260 401 936
350 690 729
344 296 100
343 392 368
448 248 68
454 335 857
678 602 635
311 61 942
675 98 112
775 895 326
627 852 107
709 424 787
734 691 288
763 883 590
880 521 291
575 430 206
139 932 963
746 73 794
290 671 514
798 923 539
861 618 720
223 195 690
17 128 879
191 371 70
817 739 474
347 697 390
847 771 357
790 17 59
823 707 816
284 767 876
936 169 834
723 45 942
450 910 757
156 797 507
667 341 938
794 53 133
326 54 357
772 195 668
278 140 106
129 886 40
461 933 841
806 170 533
843 613 330
197 210 256
400 764 248
273 475 646
716 638 571
533 646 251
602 335 328
134 487 25
124 349 940
591 671 618
31 924 304
98 133 297
236 508 142
61 279 776
354 513 298
884 932 973
799 682 663
146 497 334
258 295 496
2 335 951
480 76 37
