19

871 977
261 774 604
594 404 71
624 854 -91
799 398 581
93 386 894
490 642 282
750 291 -228
670 315 212
366 36 -170
834 260 264
700 468 -808
823 690 -253
322 19 529
35 5 596
227 436 -251
319 589 -634
34 602 37
67 252 759
167 446 -944
243 655 292
138 709 -356
898 318 -342
456 381 99
265 618 -949
203 178 -982
348 23 -562
464 686 414
12 6 481
609 63 -701
419 462 50
391 880 111
478 409 661
73 604 -136
507 359 -483
651 114 -49
49 70 64
261 92 992
435 185 -195
361 132 854
622 799 -239
555 76 630
726 616 646
65 127 690
463 855 -583
124 118 -478
157 674 904
345 260 -739
831 810 161
708 302 -423
298 111 548
58 343 505
749 818 614
227 840 -327
452 137 883
651 339 -867
480 476 600
320 747 -979
391 316 -578
805 643 70
686 788 -359
685 408 -73
184 362 583
567 776 475
369 828 -780
112 524 -975
786 333 476
222 558 862
569 481 267
702 416 780
608 443 779
508 885 -676
402 867 -624
683 334 -651
742 539 -865
717 550 -224
664 569 156
280 848 628
352 237 342
132 840 -590
668 316 518
222 513 -654
470 809 841
886 892 -681
268 541 -679
746 248 -662
234 42 645
797 628 -981
27 758 -42
354 181 529
868 437 4
232 151 628
631 711 384
100 647 466
689 262 790
295 325 182
689 863 155
390 484 850
777 206 -169
317 53 219
27 356 508
71 353 -9
745 58 -567
141 85 152
142 158 288
21 170 -838
618 32 -174
836 578 -751
463 364 -607
584 824 -240
209 162 -362
689 469 337
358 89 461
156 867 328
759 297 -483
516 166 772
784 364 415
35 531 130
628 753 619
590 464 807
717 726 236
677 851 -911
74 107 629
507 657 -960
195 305 -70
868 598 125
344 322 715
99 125 573
2 276 -65
796 455 1000
543 552 -69
433 448 -470
1 154 151
414 688 767
434 204 -363
165 706 984
329 48 -637
164 190 -840
761 471 155
346 526 -566
777 169 541
786 467 -41
604 259 956
122 341 378
211 221 492
275 282 166
89 856 -397
891 854 255
106 750 -847
277 757 -667
570 621 65
431 742 -256
245 234 887
2 818 -116
210 600 -784
499 593 341
578 728 -252
236 314 557
740 92 394
636 463 -322
452 87 -917
897 247 -773
346 611 -95
625 70 22
269 718 -113
455 92 -697
400 790 -121
635 280 -178
662 453 450
755 74 -23
623 419 -760
388 492 -436
511 906 -468
805 430 -842
329 186 -147
34 839 246
740 486 -776
905 769 592
798 70 103
110 421 132
681 888 794
714 264 -637
550 532 -40
568 689 289
616 557 781
151 317 -316
248 612 134
507 465 -923
61 884 184
585 822 -301
702 771 -258
412 546 -748
420 504 765
57 452 -642
515 128 -545
146 249 758
97 583 480
93 57 695
628 612 458
231 108 307
780 830 -272
635 724 195
145 671 105
722 272 -842
424 899 997
545 898 -378
55 568 -751
379 822 -289
123 132 -437
40 584 -343
380 676 114
906 781 -640
264 302 524
42 432 -915
543 383 927
467 472 -720
184 33 334
668 153 949
615 141 57
550 890 263
389 890 -406
771 540 -319
752 452 688
664 324 577
25 161 17
423 590 -395
545 358 498
654 882 -413
599 204 314
201 142 -11
525 192 -770
551 467 -262
437 271 -567
826 517 702
46 86 -998
590 187 -386
532 711 418
195 330 -413
233 180 918
817 23 -708
389 684 -209
489 262 -360
397 53 -385
782 435 -259
14 347 -349
314 438 157
886 797 183
67 644 -948
481 738 263
144 811 -985
646 395 -476
70 355 -331
856 366 -593
48 37 -165
264 422 982
891 701 105
627 836 -416
510 357 836
866 865 71
658 566 -57
825 148 979
564 156 -387
551 122 135
134 331 -243
765 343 9
212 884 -930
740 806 -580
86 720 349
590 191 -505
338 865 -610
72 51 -619
887 133 361
73 777 -456
9 353 460
127 359 154
715 163 -160
213 840 24
458 706 370
323 140 -766
817 44 30
124 498 -446
199 172 37
432 658 -101
259 840 971
92 897 -250
760 748 -24
62 335 700
854 778 898
505 421 -985
466 294 -895
804 259 -349
135 49 213
748 33 909
785 138 -264
707 416 -529
159 521 566
843 382 -858
313 290 -105
136 855 725
623 513 297
213 56 -632
892 534 95
727 192 -697
726 774 897
92 432 73
38 205 -824
714 132 -43
87 108 -285
22 653 664
904 241 -723
433 301 -444
738 505 -594
416 17 414
628 568 -378
78 906 -539
539 255 -585
412 170 -467
557 670 -117
48 126 -205
885 438 628
10 328 418
300 401 706
444 508 -534
268 418 -319
724 710 -569
112 699 733
120 163 -599
56 874 -693
487 904 -959
822 155 -26
583 173 343
323 314 -946
611 534 273
421 565 281
618 543 -210
160 609 -824
73 363 291
326 689 -799
758 730 927
177 323 265
840 280 829
375 639 544
666 14 -612
5 690 -909
440 245 -25
169 499 880
136 365 204
679 586 -574
20 340 -476
684 869 639
862 880 767
359 555 600
546 550 -701
688 760 -22
258 724 -528
771 366 62
143 412 -508
226 28 -190
85 64 -468
245 500 -108
623 777 790
292 150 -438
500 884 -499
860 572 822
67 290 39
780 223 97
411 898 880
170 254 -119
675 331 -815
265 547 107
561 78 428
783 105 -149
434 541 437
858 887 -116
343 294 -839
627 215 -300
883 737 -601
351 828 -338
232 296 -132
200 498 259
464 185 -956
492 67 964
19 784 97
609 730 -213
106 589 271
165 171 -279
188 619 70
620 56 -659
555 686 -900
484 605 -407
188 520 -773
744 441 -712
569 399 342
747 777 -941
636 659 -836
349 857 -59
827 38 -23
207 817 414
170 333 808
881 357 541
226 766 -205
846 526 -566
508 645 -427
366 865 271
50 495 -503
570 293 -251
336 619 -57
477 293 869
730 849 -331
870 5 -959
681 726 205
858 229 63
296 859 -593
199 144 592
745 575 994
899 794 576
749 546 -38
208 791 887
457 469 162
649 274 638
44 98 -760
552 503 997
557 496 262
126 575 915
766 598 647
19 363 320
414 869 -810
815 99 875
669 492 -153
148 262 818
718 622 659
28 210 -832
458 801 -140
585 406 654
663 380 -576
138 130 -961
591 570 367
420 467 317

896 805
318 469 -332
151 767 607
551 643 440
803 400 746
365 551 -200
821 43 173
579 445 -442
300 606 42
215 475 -425
541 625 -637
301 449 -823
744 298 552
201 592 509
877 569 -568
378 135 69
280 423 -241
115 358 -870
330 795 454
280 90 -179
683 697 705
817 497 -548
277 419 -960
357 166 -246
708 594 -742
748 571 628
445 44 -53
321 656 -678
611 629 -876
891 369 -741
881 82 -12
48 860 -759
803 128 557
573 811 247
619 557 -623
790 314 662
368 681 -992
557 775 354
708 5 -941
266 737 -277
324 881 149
63 801 172
888 156 -837
321 813 -942
665 545 324
125 573 -293
722 225 -353
397 502 -203
850 67 -905
302 428 938
713 364 -352
783 504 -552
98 400 -186
849 141 -957
172 638 44
777 20 -643
146 478 -161
595 332 475
229 773 63
851 154 494
843 338 936
697 97 920
443 279 -518
730 572 -441
772 145 71
82 393 -281
607 880 719
318 105 193
586 412 -910
298 384 -612
792 33 686
110 736 221
602 501 -616
259 229 331
873 176 100
49 525 872
300 600 -120
560 263 540
860 821 646
381 719 -484
184 784 -242
171 699 -567
302 268 -138
395 571 -820
578 396 288
504 857 -532
424 316 -596
35 30 -400
82 823 409
537 441 -271
213 572 -123
323 638 888
726 657 382
677 254 -853
385 447 -902
351 5 161
500 158 188
420 113 -795
132 824 659
668 879 932
471 895 709
741 774 413
737 676 -759
878 554 -430
140 527 355
120 688 -537
288 687 98
136 429 -277
708 434 -341
330 9 375
426 888 647
725 850 722
196 110 -103
34 740 30
379 326 955
80 456 -797
30 640 896
221 289 869
822 89 397
778 645 -449
751 89 204
486 387 -156
523 429 576
762 467 670
271 781 -102
157 832 -340
694 732 549
368 33 -218
163 550 99
475 478 -441
116 370 -214
843 812 742
184 503 33
318 6 847
514 849 -428
350 565 30
50 833 -675
823 665 853
237 388 995
20 660 963
540 598 81
394 32 -675
363 292 692
107 319 382
484 26 484
282 291 -216
763 343 -831
59 149 999
698 421 488
590 620 184
697 171 -864
138 321 -747
755 863 108
57 694 -775
660 483 -812
733 665 572
486 739 919
465 85 -189
441 589 798
171 456 154
36 433 261
812 856 -486
279 506 993
487 842 40
240 63 851
530 494 117
870 211 448
570 346 -205
745 376 -367
781 813 -40
7 415 -284
89 315 911
667 70 -696
112 533 721
832 573 441
403 643 203
696 401 -329
831 786 -443
480 163 970
94 517 56
841 694 773
9 188 -159
258 368 955
851 2 -513
289 214 62
617 671 402
4 337 436
396 47 -23
116 713 -898
223 124 577
48 177 70
219 716 503
319 491 -809
542 221 652
811 276 -54
257 310 -824
737 861 -405
430 52 448
351 51 553
403 616 -807
99 604 -156
403 208 847
477 168 770
230 637 -739
416 482 187
742 696 975
425 813 -288
409 665 -398
196 406 529
868 503 705
163 559 -670
264 412 -945
517 664 -395
376 389 -124
195 66 837
245 297 -847
406 149 525
102 875 826
493 413 434
506 257 -229
288 860 423
509 16 597
580 657 742
841 474 290
74 565 -955
407 425 -554
276 746 -836
178 89 -466
816 492 -244
687 516 -298
477 242 -367
765 237 378
349 883 -174
875 369 -769
83 4 815
158 362 359
188 460 188
762 385 -839
810 206 -838
182 40 -444
126 860 -603
753 648 723
183 693 -861
629 173 444
468 744 -861
630 846 -313
373 587 697
226 243 796
115 838 -951
118 853 -940
828 59 535
141 734 -890
162 811 -195
888 863 857
344 198 443
598 866 -142
541 139 224
546 832 -4
831 488 -780
893 838 922
890 701 499
12 462 49
512 597 921
262 689 -615
799 348 930
599 527 -231
469 214 118
787 432 -979
461 845 -973
555 813 813
457 116 -918
601 15 584
636 660 -392
557 551 -653
107 137 372
377 724 836
202 667 -852
766 351 -37
863 181 -157
34 676 399
777 677 -493
548 817 -369
645 22 -903
160 266 753
381 49 931
839 533 -533
3 631 -314
306 229 -224
182 543 922
45 294 174
710 452 -395
133 799 -414
229 104 -195
548 145 -754
799 690 82
536 409 -909
680 479 -916
506 272 -853
464 762 685
584 450 306
117 170 -284
820 354 -866
473 362 -643
88 263 -477
97 405 -384
229 444 -275
208 193 582
153 286 329
17 874 344
800 126 -918
676 737 -62
215 886 734
301 777 -565
625 427 925
346 550 954
583 156 405
243 783 -286
324 67 -112
339 703 -545
28 843 -853
854 588 -811
484 136 -792
895 809 -315
504 820 866
52 611 -501
228 640 328
523 122 103
69 584 -80
580 178 984
3 102 454
61 881 803
363 848 -675
351 331 -20
142 391 501
887 3 -571
678 475 -906
538 486 726
34 585 817
217 368 65
477 342 50
81 73 745
186 597 463
229 11 943
810 581 -129
725 313 543
478 355 41
138 831 367
261 734 950
602 785 122
861 575 -980
620 332 -386
753 794 -280
750 543 -601
687 357 -727
253 735 427
694 495 502
662 137 299
337 114 -883
192 446 115
629 747 -64
434 44 904
46 508 -179
705 328 997
500 622 -612
424 247 677
582 789 -12
767 729 910
668 343 -80
433 338 -281
137 821 453
610 415 96
731 842 247
665 18 -516
639 29 -348
547 858 -389
699 368 592
392 621 106
294 505 559
596 293 -156
489 379 -356
553 648 777
329 611 426
351 75 -352
754 779 288
383 11 918
233 93 -134
445 541 737
502 482 -238
844 519 822
465 381 843
667 411 -70
747 726 -104
170 561 -533
505 98 -41
678 607 97
822 529 -958
577 581 939
408 665 776
103 91 891
717 343 -547
302 548 -297
645 151 -700
396 62 535
704 848 851
273 857 481
74 527 -690
43 579 -155
171 805 -815
830 118 716
4 556 -886
473 686 849
481 770 -406
175 371 -52
896 803 -644
206 166 56
4 471 -336
850 602 -758
874 878 64
667 265 529
344 400 490
767 667 -847
476 46 -377
473 701 -266
398 92 -540
788 71 370
668 429 103
731 593 -439
466 336 65
848 351 -264
666 47 864
210 23 133
819 585 981
627 360 710
274 498 -153
138 660 -995
565 423 406
287 315 -561
8 643 -318
245 460 -595
336 878 -323
679 274 625
725 37 300
106 107 -825
28 840 737
765 878 87
354 514 654
848 506 -451
323 604 259
109 600 768
748 771 302
878 716 678
674 249 -900
247 305 203
491 409 -790
429 250 -971
240 580 403
445 314 889
165 764 131
404 581 471
15 706 -152
207 755 -784
793 215 623
237 329 63
816 742 764
441 410 222
282 772 629
195 790 4
800 656 48
422 769 953
422 127 795
157 169 -437
235 805 -793
234 608 -308
409 710 -667
44 444 240
170 878 170
333 345 732
438 633 -139
243 790 248
369 763 -717
109 628 -183
431 734 563
559 543 -658
402 728 -960
221 840 725
326 349 71
846 164 805
116 523 894
433 815 852
832 110 902
200 399 -899
690 170 -958
656 226 -911
431 133 672
837 476 -221
762 109 975
355 727 622
593 572 97
291 512 389
468 679 -338
2 239 -701
570 89 758
284 581 -347
564 685 371
193 687 10
271 301 944
486 627 340
708 829 720
426 136 155
225 134 878
6 191 762
355 161 -892
453 130 956
114 180 237
274 213 303
819 740 13
613 94 968
547 517 -529
677 434 249
543 309 148
586 542 997
623 633 -186
195 802 -920
818 450 841
847 408 725
538 699 25
803 37 946
380 20 -609
201 85 828
582 325 -978
800 39 -176
382 29 -787
239 628 -726
379 159 539
37 53 201
492 436 -943
444 401 -76
442 18 618
767 418 -471
371 457 -983
435 526 779
712 558 257
878 868 -298
10 57 -838
374 405 821
456 827 -648
855 586 -621
345 620 898
685 32 287
111 335 -767
823 546 -961
838 807 458
511 61 394
89 555 -36
226 361 -753
191 313 -725
868 199 860
18 448 -287
482 555 -937
528 310 11
253 39 776
599 807 884
769 491 573
430 357 -563
135 438 372
465 11 684
786 760 116
578 536 298
622 59 -292
9 465 -380
535 532 -302
853 563 800
536 157 282
220 14 156
122 850 724
123 436 -272
623 254 -878
484 618 -757
383 520 -857
284 327 -988
691 241 -598
288 148 712
56 296 -737
205 660 969
29 156 -753
733 876 -507
894 406 342
402 506 -839
707 388 -870
105 151 -664
769 834 -768
368 664 -124
59 32 845
706 77 616
792 670 476
709 592 841
803 780 8
135 94 -735
448 235 -200
660 636 -730
512 524 171
400 668 604
429 289 -762
480 531 -152
107 206 354
365 754 620
836 456 -692
19 780 -823
108 359 123
867 603 -591
554 456 192
626 118 997
700 437 -984
593 269 -46
224 229 -776
742 501 -947
167 557 -555
703 714 -938
155 846 346
138 141 -770
37 238 -605
812 467 -324
809 64 187
71 862 -94
745 579 56
666 615 -740
896 384 -642
668 448 -609
338 105 -965
498 204 448
807 607 -439
603 703 305
236 605 -549
883 19 440
199 290 -432
248 413 -337
296 433 902
875 71 722
558 167 -285
38 771 -469
760 377 -151
160 197 196
168 232 449
729 680 679
545 367 -367
695 109 -42
722 264 -235
556 277 -133
832 498 -924
26 144 472
730 67 422
739 374 833
677 469 756
799 804 -804
554 625 878
809 803 -748
292 712 -257
587 391 326
811 736 -881
509 744 -157
251 82 752
68 346 -747
254 868 531
95 355 -118
502 693 188
404 569 -382
204 57 785
536 563 433
142 739 17
842 525 402
411 477 -404
69 43 -416
172 689 517
637 419 267
450 338 -441
542 152 323
346 77 427
384 762 -624
629 164 -211
456 448 571
771 884 273
706 268 3
475 792 448
592 548 92
843 197 -475
79 669 -781
889 638 432
324 430 -794
506 415 526
815 564 -259
315 323 -878
815 368 582
508 193 -91
393 338 393
823 747 -572
27 119 -205
161 625 -156
112 123 854
891 487 989
260 546 258
15 667 -293
598 519 23
228 259 -60
588 285 -201
843 250 332
752 264 714
877 5 182
810 347 -438
29 767 370
744 324 52
690 619 -662
756 138 728
53 776 -673
830 804 949
532 774 438
859 582 -638
339 724 -537
86 307 210
281 194 733
855 488 569
371 361 574
381 176 -18
99 61 -100
249 698 405
394 556 -240
106 504 -147
747 362 933
502 395 78
350 665 310
640 96 -852
763 627 -579
670 594 14
878 21 -512
879 276 -929
326 388 352
590 259 -885
281 284 388
8 749 -133
204 677 589
187 504 860
22 388 -690
231 718 -988
602 414 780
134 35 -374
896 853 -907
423 212 72
8 747 -883
8 644 -209
776 312 606
823 606 -8
566 441 -854
95 873 124
144 483 -177
832 338 341
601 552 752
821 704 660
518 802 -425
60 138 -502
271 116 94
314 240 -599
442 179 93
604 766 667
632 720 -178
777 247 -104
738 549 556
288 880 956
786 147 654
157 330 701
135 19 873
522 117 -217
859 278 -137
514 792 597
851 477 725
448 610 -372
302 856 -993
253 454 85
534 561 -509
121 594 787
151 688 -542
199 353 -621
810 52 62
461 675 -253
519 716 564
427 84 453
427 132 309
387 344 -830
11 153 281
291 480 -484
215 532 -133
404 508 -51
343 132 421
594 361 -654
588 867 -155
389 795 -169
203 246 637
497 470 -307
531 54 549
88 209 544
621 671 436
628 73 -548
367 9 629
802 626 -929
616 718 -164
363 478 599
680 292 190
153 96 -135

992 939
119 705 313
388 617 691
211 802 -403
231 197 284
311 242 473
186 956 172
409 799 -246
589 834 419
28 765 166
307 496 -515
273 343 272
732 61 -942
226 469 813
973 750 -418
132 391 737
594 274 321
710 569 67
664 380 -829
456 291 285
590 164 -317
880 490 -173
911 867 156
710 661 -823
366 582 957
521 67 831
765 402 387
369 101 522
378 557 -721
271 544 -392
228 461 -981
409 773 -442
8 14 768
904 949 -240
734 238 192
261 149 -989
831 869 -760
295 478 375
482 356 959
800 892 -2
687 925 -749
355 682 -280
342 781 753
509 213 -809
105 212 -966
844 557 -568
205 845 -286
173 471 -115
809 341 -3
892 82 146
430 392 996
557 187 -96
229 678 -182
775 380 735
278 74 987
312 949 527
931 573 -199
872 940 788
919 635 294
372 289 -978
4 445 169
3 851 -562
577 922 -589
310 679 440
236 432 434
240 241 575
163 81 -351
303 151 -764
935 265 -688
280 935 -114
432 256 320
293 710 884
573 780 -231
586 295 -158
9 911 251
702 967 -725
127 699 -157
784 35 -669
439 591 651
247 111 672
147 398 296
526 227 -391
458 440 534
564 756 -586
592 147 -914
355 292 -867
961 422 457
673 273 330
957 766 90
234 488 -27
901 571 624
439 118 139
32 396 -191
8 703 375
237 711 227
758 525 -182
912 899 416
542 828 -738
149 38 708
841 408 -367
572 34 -609
75 291 -186
916 196 -802
756 780 383
463 797 -612
649 170 -454
815 96 276
988 548 -967
116 253 -656
867 675 540
626 281 -207
84 775 277
231 742 447
269 949 675
928 979 892
980 5 838
280 104 410
79 944 950
340 728 866
694 623 -271
112 908 784
748 463 286
989 663 710
961 51 -897
861 111 -876
577 54 753
583 926 624
284 677 895
186 836 -352
210 831 -712
350 90 -24
109 816 190
851 451 -605
926 115 753
53 764 353
953 42 -824
610 864 -102
319 562 -557
602 486 684
130 852 -929
78 646 -918
3 782 494
821 581 198
644 117 -130
812 759 -129
354 894 -909
589 682 -821
231 946 -502
990 905 863
99 846 130
965 24 61
778 909 -567
100 443 -582
261 533 963
921 893 439
192 902 914
230 790 253
971 527 -776
452 895 -648
470 590 -901
819 368 179
877 784 83
474 952 982
110 516 -889
113 494 -338
65 808 837
611 868 10
657 761 -395
200 492 936
909 115 -408
94 92 963
371 461 -268
367 111 -145
395 915 -435
363 406 622
47 675 178
677 730 -663
726 137 -888
67 27 -390
685 58 226
353 618 -478
443 174 -392
667 147 332
229 745 862
206 564 -541
775 910 -787
448 111 -752
32 282 636
132 231 809
118 388 -723
573 729 -30
630 28 -421
118 957 287
743 982 -32
936 767 -657
522 478 -769
744 859 -859
382 130 -671
893 962 -281
968 947 677
774 92 678
91 533 832
899 467 -849
649 965 592
68 449 396
560 185 116
358 588 -72
27 229 -343
731 379 315
460 928 -347
336 619 644
353 634 317
770 362 913
353 477 661
474 285 301
446 145 780
593 507 -205
902 674 -446
534 335 11
871 269 536
527 338 -382
48 6 854
638 672 -525
704 327 -329
805 538 -14
797 539 -666
176 40 -148
965 251 869
351 512 528
382 346 994
72 925 -315
626 9 -904
688 303 357
147 611 320
858 906 432
338 818 -10
211 642 507
440 907 -70
326 297 -116
535 118 -74
868 289 206
330 746 728
706 798 217
620 21 421
575 618 -646
586 611 378
380 564 -302
150 22 -441
1 446 722
364 78 338
456 791 -192
702 426 -733
322 61 -199
621 100 -445
112 224 -825
348 429 711
560 705 -282
113 219 625
847 805 727
290 232 -671
412 660 5
391 37 -642
305 264 914
627 222 -631
280 833 -647
991 460 727
667 34 -238
465 270 840
461 752 -541
342 320 227
357 681 365
113 403 512
256 486 -264
627 932 -312
474 239 434
375 899 -580
939 299 743
59 866 174
649 410 -774
117 619 444
158 466 -207
452 128 -334
639 411 -843
417 354 284
673 58 -352
333 707 -564
309 206 534
334 834 -149
24 449 -530
321 668 -296
355 542 -469
442 872 -482
929 939 -779
763 47 964
960 195 -750
940 945 355
393 536 -365
511 143 755
295 654 -122
709 503 50
925 805 491
639 514 623
585 734 425
266 834 557
433 644 221
784 184 -46
847 887 -936
543 421 -497
91 78 756
260 93 -50
537 447 794
675 773 299
916 712 292
838 560 980
639 876 -820
105 542 -754
956 263 915
486 991 -792
826 683 -898
678 940 951
21 395 -597
896 277 96
558 848 290
814 629 -516
338 940 48
301 40 878
350 757 297
805 699 813
567 378 651
955 529 -93
422 753 -870
735 297 -338
760 897 780
943 2 -905
656 898 -606
821 548 591
558 802 671
765 129 -738
248 561 -490
771 967 90
742 796 -708
115 958 -957
336 955 -165
839 110 797
863 884 -617
85 509 181
613 869 434
904 60 -445
825 202 503
285 565 340
111 736 -320
793 879 505
803 640 665
624 220 -605
401 643 224
98 413 462
381 632 677
553 928 436
831 265 166
408 787 -638
451 122 685
939 303 491
136 263 -166
563 684 82
362 170 -782
142 469 -736
897 478 -945
144 711 478
503 700 327
526 235 -956
330 176 -647
587 963 339
154 712 907
49 871 131
368 272 -287
552 961 452
682 657 708
626 549 163
862 957 404
357 375 -274
738 71 -861
272 939 959
691 875 717
460 141 423
13 738 -174
222 360 540
28 217 231
655 136 486
621 752 88
778 15 96
418 862 -704
513 568 372
874 419 -673
213 545 -178
911 789 269
198 342 -852
575 663 322
387 940 607
925 709 -845
486 227 976
606 818 -942
923 852 327
242 604 531
795 703 21
722 3 -263
863 977 482
895 596 -241
688 456 553
908 398 -815
255 363 -550
398 668 -413
663 781 -309
789 787 -746
28 960 -358
614 990 -548
303 571 -981
789 304 -845
630 332 19
96 787 -404
777 313 -399
891 550 321
112 706 729
733 781 277
301 615 -203
649 748 -946
424 394 830
8 297 860
498 567 491
753 490 138
670 898 126
234 176 -920
719 670 104
548 960 -237
898 463 -521
14 231 904
561 551 530
659 78 918
586 409 385
806 9 978
510 907 -212
930 362 644
182 889 -970
337 637 -186
219 593 -698
465 613 -894
573 110 -124
507 400 536
326 191 -104
786 499 415
694 465 -976
957 834 -477
353 128 -809
107 909 -214
75 189 499
722 855 228
943 635 -418
610 113 388
336 643 338
386 817 938
498 96 -465
488 3 101
894 250 -69
291 246 908
384 406 -869
526 691 -105
920 707 621
763 136 108
759 547 444
984 920 -506
426 3 508
73 965 650
333 871 691
366 420 215
770 743 577
720 477 996
423 904 -213
750 597 810
331 589 662
184 191 546
191 251 94
170 300 522
793 134 -336
22 783 -881
624 354 -151
302 515 -33
670 121 -812
954 933 -265
50 970 343
831 649 -347
541 918 -210
526 871 -807
713 593 308
346 479 -310
57 438 -326
424 535 -102
359 744 288
605 610 -812
547 200 -169
654 890 -73
705 14 214
621 775 682
424 920 0
682 570 469
552 316 -953
861 204 577
939 99 867
582 63 551
766 695 780
635 889 -355
225 11 -673
202 356 -538
948 679 414
961 182 -763
750 272 507
979 891 472
981 818 -153
901 658 834
172 497 856
394 360 406
944 275 563
812 22 471
58 212 -924
973 652 849
381 22 738
644 247 -973
604 443 -101
442 422 991
138 45 -339
646 919 -222
498 979 37
317 609 -619
836 779 -264
880 557 0
258 547 -921
69 634 -612
453 580 -799
940 75 -998
569 661 381
151 763 997
894 989 504
814 254 -202
956 825 -346
842 273 260
897 277 284
352 477 -69
523 512 -514
758 113 -882
112 959 749
523 295 -993
520 772 -787
168 524 255
244 921 -537
464 816 733
111 208 -566
425 473 -95
424 527 -991
477 606 813
593 807 438
521 647 -703
133 711 102
138 32 -229
327 769 926
689 655 320
271 98 689
956 10 -387
559 30 412
696 207 -916
776 336 42
955 245 385
536 291 403
202 303 624
211 111 -270
819 676 556
872 48 -581
595 44 -329
696 67 268
952 929 96
516 334 887
108 107 -699
699 676 -310
14 475 101
312 736 -908
484 409 245
441 626 -832
776 359 -879
850 489 -184
321 236 -18
2 713 939
110 546 -252
171 899 -21
127 460 49
210 231 -8
164 858 611
729 44 370
972 66 -428
507 640 866
180 13 -50
488 205 -895
706 598 444
213 768 -417
641 109 -11
488 311 270
215 882 787
403 657 436
638 312 393
910 36 786
930 294 -663
652 819 253
190 230 672
455 669 -679
253 809 -57
659 275 -568
936 622 -728
83 935 -357
439 876 -856
213 742 -773
823 92 -730
388 882 -280
876 136 -856
468 247 928
651 849 775
880 554 798
208 685 -486
193 118 -928
729 444 -915
314 308 73
437 491 -21
853 64 882
385 518 -505
458 255 413
926 287 -556
450 678 720
395 264 650
745 312 -805
82 187 -581
43 45 -226
946 55 -717
474 289 271
830 736 -129
585 239 -130
806 51 -396
736 586 793
830 470 -607
634 567 -343
988 144 -737
758 341 -449
713 10 -939
570 732 -567
890 189 255
940 243 -398
148 431 523
908 287 986
880 689 231
691 589 589
11 31 -587
415 788 -555
632 133 350
752 370 962
900 720 -843
987 395 812
218 528 -626
509 986 -419
358 990 220
139 289 -141
388 621 100
779 209 -959
594 338 -695
29 813 645
819 236 -749
468 785 514
706 885 264
757 915 691
207 396 -449
850 243 -528
62 484 383
919 473 380
717 386 -38
306 427 187
463 438 -836
748 608 -882
944 505 652
982 229 447
274 694 923
277 49 782
350 192 -360
599 359 940
805 478 -493
754 500 794
990 644 -417
577 849 344
739 558 -744
470 745 -385
559 524 156
762 180 540
165 31 -937
112 748 -826
524 243 -478
243 946 364
372 39 106
103 962 641
652 956 -636
297 744 -152
143 652 -63
953 280 -395
626 194 437
521 218 884
564 721 -121
14 328 -221
910 748 674
725 669 580
924 5 945
556 540 -408
239 461 -615
859 731 69
78 116 740
108 491 827
558 584 653
653 443 778
246 20 924
885 262 710
218 797 39
251 158 536
330 291 862
929 235 152
185 851 113
600 528 -597
920 72 260
461 819 -143
296 184 -234
487 121 -889
346 674 -879
577 320 -61
148 64 195
974 505 340
293 642 -984
119 710 -885
69 779 934
465 708 348
558 634 -787
536 202 665
265 170 -561
97 770 -650
983 883 -600
965 421 82
576 617 -906
227 499 -315
749 531 -894
674 192 -595
305 689 -194
328 864 -470
333 538 216
687 357 166
156 432 349
820 66 -363
781 453 -153
697 133 -59
961 857 -100
309 459 675
277 787 -2
595 743 -191
728 645 287
404 944 -454
846 704 -735
515 872 488
393 361 -41
195 592 -932
384 593 779
746 849 -633
952 41 366
386 238 -734
822 971 305
820 178 -930
218 503 -142
94 456 606
899 974 978
44 217 -194
231 752 -835
419 13 -397
470 301 -688
992 459 -743
967 440 -714
9 329 855
507 421 152
743 653 421
978 146 952
153 853 -568
64 101 -424
696 202 -981
110 328 -688
876 830 -186
677 960 -376
587 369 68
714 22 -923
409 608 883
680 568 746
905 972 940
940 444 272
624 72 -349
382 280 -223
542 637 -873
933 631 -438
240 629 -382
519 336 36
103 665 -228
431 236 -546
241 398 112
334 797 293
331 798 -463
96 832 66
740 624 -294
353 420 -348
427 403 607
910 803 -392
390 524 489
625 901 -906
813 80 -980
37 462 468
961 574 811
403 861 -92
452 477 254
642 492 44
192 607 95
138 579 -614
321 734 -207
689 84 -846
762 111 -823
15 419 -387
110 743 327
513 408 655
505 613 -655
561 877 -770
900 242 892
826 992 -538
686 488 275
145 715 -162
843 424 -19
245 62 330
366 792 -242
465 735 -154
351 303 65
927 210 649
797 193 271
326 890 -346
934 731 624
775 345 605
545 552 430
456 521 -613
137 81 -101
857 748 -747
819 813 -899
814 756 -872
675 807 46
641 970 969
174 846 -836
145 77 219
782 57 -481
261 357 119
583 580 659
53 662 -777
373 396 -876
888 620 511
535 418 -446
715 869 979
763 877 104
830 164 56
536 980 -329
396 286 506
611 240 882
784 528 462
890 243 -524
802 630 11
547 667 -454
353 349 948
343 399 -206
313 489 -657
880 502 -291
807 377 535
174 761 778
112 990 -901
143 737 758
585 103 844
563 517 -235
466 315 -463
406 641 -221
600 450 737
692 449 -105
10 437 771
514 739 -217
440 392 254
289 900 -610
94 931 -793
466 127 -194
871 556 275
104 696 -579
215 948 -377
24 611 -54
534 214 -993
511 343 563
474 476 508
425 506 -364
417 421 116
57 181 -787
181 52 637
777 705 407
815 178 43
91 707 93
759 962 44
536 68 563
