892 2558
694 581 75
665 517 744
24 403 842
494 864 945
177 392 326
435 804 518
728 624 305
16 452 225
143 456 680
764 810 183
168 789 589
756 296 380
237 327 299
542 129 554
576 449 43
693 204 364
142 577 216
266 728 211
154 527 939
1 203 293
162 40 141
124 816 127
433 820 892
655 266 679
555 100 448
395 575 957
561 658 91
230 751 697
69 251 667
644 618 1000
155 150 61
256 734 431
579 620 930
725 229 169
867 62 760
807 515 264
179 243 934
292 655 832
398 686 676
449 322 814
200 646 599
537 484 470
73 74 655
888 737 555
793 560 986
55 226 981
346 250 306
680 770 622
524 859 291
305 578 786
882 122 770
407 279 321
364 725 337
367 833 275
309 12 191
3 507 549
859 813 409
771 622 47
317 414 290
125 1 260
424 41 676
303 6 561
744 47 234
584 387 459
584 482 86
695 730 493
759 68 724
102 789 992
215 337 936
821 457 524
857 326 796
760 301 743
653 390 218
508 768 722
623 590 334
769 4 877
101 513 783
179 406 200
518 193 638
555 464 897
477 421 510
289 183 21
601 127 712
705 841 601
664 303 65
245 32 955
216 305 563
242 452 958
275 358 261
822 848 438
119 14 810
722 861 326
156 62 746
639 749 837
209 555 65
91 668 373
861 551 712
777 627 61
368 780 144
95 111 73
145 881 979
456 822 109
793 830 586
238 477 677
285 393 44
580 445 244
33 289 547
587 436 13
188 524 985
176 295 586
541 502 685
514 320 302
757 708 170
378 163 676
271 863 640
469 17 820
620 550 676
845 312 918
290 251 554
145 528 575
483 831 502
729 608 852
603 428 960
217 262 351
852 658 877
148 543 604
540 450 998
606 552 62
255 385 418
883 88 910
305 361 524
73 816 591
868 829 536
453 693 923
444 108 635
387 352 226
301 525 888
638 812 814
864 333 366
204 554 820
8 722 697
486 346 336
731 640 238
676 635 5
192 489 217
300 645 447
215 385 378
781 578 728
360 804 801
683 289 746
632 769 323
771 510 3
389 768 781
125 461 246
321 95 928
882 574 926
577 656 526
855 158 898
620 551 886
717 193 428
37 654 686
645 474 46
507 604 698
315 23 758
4 452 310
166 392 345
454 281 436
748 552 211
834 770 255
42 113 173
70 697 581
672 561 752
529 514 911
427 891 509
692 693 844
553 551 50
258 136 611
100 318 907
788 540 14
537 420 374
479 133 1000
517 579 326
37 517 906
133 744 730
424 622 362
187 722 560
103 149 959
196 583 381
174 178 520
703 555 547
415 357 955
145 862 812
748 654 174
833 304 820
580 618 695
537 704 468
736 287 240
26 843 497
224 769 220
886 756 388
59 88 695
470 370 713
543 367 757
789 502 202
652 866 885
73 743 392
96 385 990
877 775 730
691 661 87
207 871 751
755 15 236
23 861 82
320 647 276
356 817 712
508 834 896
225 48 307
36 332 274
733 712 309
186 506 326
721 415 663
870 535 199
499 704 697
140 727 955
503 188 632
527 850 233
379 315 519
558 450 228
