9586 26818
1050 2916 -918
2887 7633 843
48 3820 -854
1441 3589 -803
5073 2508 -600
8727 6972 833
9496 8544 -385
3008 5544 -340
3394 4354 -563
9102 3643 165
1071 7436 847
688 1168 431
8034 6064 761
573 6609 742
3271 6680 941
2974 4141 322
3372 4372 966
707 8516 361
3303 6183 928
4436 7168 -444
4189 8024 291
6140 5098 -460
5130 2403 -689
9168 8380 137
9546 4851 -644
470 3152 -10
6084 6577 20
8531 5663 11
5701 196 -225
9419 5645 -646
3272 5746 -831
9309 6314 773
4462 4803 -748
3668 3964 -292
8281 8133 -267
1353 1601 -822
5242 551 946
181 3540 -539
6964 2391 311
9488 5917 87
7769 7308 83
5134 4391 102
595 2459 263
4456 3304 -748
6639 807 -201
4988 4750 766
3498 5430 -574
5654 3212 -292
4220 7016 755
7984 7800 -342
8894 4981 733
3390 7167 -216
2075 5068 388
5681 8517 193
951 7240 2
764 5756 -42
3730 3355 312
6643 9009 406
3200 5831 -156
307 1662 -335
6265 7584 146
4804 8520 -827
6973 5625 -682
2860 7149 417
5210 569 -557
4994 6133 -34
6897 1072 22
6354 4271 671
4952 9546 427
2638 6793 -812
8023 7033 752
1599 5910 559
7224 5554 -907
9035 4185 735
8240 581 570
7918 9536 -139
4124 30 609
3105 3841 402
4006 453 -89
4789 305 -299
3427 9437 775
5965 3048 -759
6687 6709 442
7528 8352 -745
3471 5385 256
3803 5547 -111
4018 4879 -114
8359 5548 -219
1995 5057 -627
3147 5341 573
7810 5040 -491
2069 9080 -479
3901 5860 807
5547 389 306
4609 4595 178
3521 1242 282
8502 2864 -435
234 3890 -262
2227 8525 987
1327 6291 114
1401 2394 -211
5502 1151 15
875 5541 -607
2467 4135 860
3848 8294 -950
5050 4103 970
2571 957 379
2683 2748 -366
8042 1628 -867
4089 584 954
2503 6852 95
1458 7896 742
2627 6732 -669
2943 8431 -350
2885 8982 905
8856 853 -427
6549 846 -266
9269 5767 -274
6389 3012 -904
6230 1112 718
2013 4871 -741
8380 4753 -803
894 4044 -1
1715 7720 953
3241 7118 654
4496 3421 -19
6729 57 -792
4991 2897 -340
3290 240 -309
1736 2458 -246
837 275 409
3566 7509 263
8048 22 -8
8049 4619 849
1047 756 -240
5719 2230 116
3873 3460 843
8611 6808 -215
6571 1571 219
8197 335 -122
1821 7303 -307
2989 1499 891
6907 2543 949
7622 2013 927
6518 2445 -164
4836 7579 408
5415 6968 691
5677 4225 -522
261 4776 178
5070 4995 -181
2329 5563 -366
4109 1041 -732
8906 7807 16
2225 2456 -28
6263 5689 46
6450 4072 -63
7634 3607 695
4270 8306 89
7111 6117 -561
7454 502 -467
4983 3835 752
3538 888 -369
5579 2957 746
4354 960 413
3664 583 -640
848 2190 618
9273 8186 -663
8151 9491 438
3537 5713 505
6434 1632 426
4328 1993 629
2422 5994 -349
500 8246 531
7119 922 521
1034 7838 -579
9042 4290 -813
7600 9141 -969
1646 2818 927
1858 2614 125
5763 9418 -156
4150 583 -160
7600 8157 447
2097 3236 791
2937 2463 -35
8247 2273 106
846 2892 -81
9400 3454 -422
4296 6802 -609
3702 2488 -867
3178 2903 -517
1092 318 -546
5241 5026 -972
6606 8650 567
2564 2046 -265
7876 7480 -770
6057 5646 -336
690 1541 964
3028 4405 -176
7118 9498 -981
8422 511 804
5796 9416 -999
3678 2245 -952
9139 603 -90
8336 9040 -43
3324 4742 15
9355 6338 -252
6684 7039 186
7419 4528 717
5626 8083 445
3776 5902 907
7459 7333 -654
7881 1632 665
5403 9264 -979
2166 471 -666
8928 6163 594
1327 568 487
8046 9006 -871
260 8850 581
1372 6370 515
5982 9573 42
9450 2498 363
6868 5364 318
7953 5508 -665
5880 5137 518
3020 4960 -800
4167 3195 261
7333 4140 948
4967 2843 -736
9193 6775 -481
1166 725 23
9109 4281 850
3455 5240 876
3941 4513 28
7419 1415 813
7917 1300 -380
4811 861 -336
1269 4015 927
7810 1909 -75
998 7892 -373
4176 380 382
2277 3808 -989
9379 3285 367
6045 4061 526
6481 2826 -972
3789 1185 -287
4295 1451 6
8080 6768 198
5028 3260 -767
4010 5430 -815
5302 7350 984
120 9087 -657
5501 5388 -67
7194 1261 -516
1299 350 -372
4158 9239 965
6804 5682 -390
5329 6989 -716
4686 2441 302
7075 4446 764
8581 5770 -28
4512 7270 514
735 3926 -539
2641 423 918
1300 2142 726
9036 2861 -42
1385 1728 486
4703 8359 442
3235 2799 676
6591 740 151
1973 1714 792
9369 1620 245
9446 609 197
8192 365 411
263 5229 121
3334 2775 709
90 9207 327
4605 1284 -763
8448 6115 656
1368 7017 264
8128 6933 -814
8433 2158 347
387 3354 -523
3834 630 741
4334 1407 -907
2728 311 305
1731 2545 660
4125 3967 -783
3787 9164 152
2317 1789 76
6505 8481 899
3787 2778 -478
3395 8419 929
7776 1898 572
5921 8915 259
4731 1441 41
4973 2091 -974
8357 2830 161
9478 2900 445
8955 6595 590
4196 2229 620
9274 982 364
1580 2690 -331
4949 7464 -8
6254 5314 722
8080 5319 -635
5876 4551 904
9280 756 -451
8400 6100 -96
7981 9524 80
3095 7426 725
2373 1310 -134
313 5560 679
1529 554 -349
1871 3288 368
4582 636 -430
3383 4386 -979
1426 5218 -305
8665 136 951
3590 2897 243
6488 2980 -170
2756 6569 308
5836 5469 36
6346 4887 219
2543 8024 -398
9453 3671 84
2847 2451 -431
8622 3362 -418
8034 9101 -222
1923 5906 -915
8435 3767 -581
4561 7311 -978
8403 3587 -609
5924 6003 653
1951 2777 -145
1068 9384 954
3688 7438 23
1773 7238 863
3056 1224 -290
6294 5463 259
6479 3530 -613
1433 3863 -141
4921 8181 -638
1244 1979 -981
6430 1321 -704
7502 3390 33
3717 3315 -868
2070 7321 -138
9176 1645 396
2967 4963 -838
7553 6661 -325
8523 4344 299
5057 7754 647
7192 4541 302
1210 1422 816
359 3117 458
2360 5331 -421
1207 3732 901
1767 8978 749
3245 7925 -193
1829 2642 -42
5886 7535 508
567 9064 353
7055 1998 844
1426 9164 388
9014 4614 -696
8683 5164 549
8857 3968 181
7042 5438 490
78 2326 -17
2264 833 -822
7146 4824 -340
4211 7374 845
5237 6885 341
8306 7038 -675
7037 5006 -633
4781 821 115
6770 1777 678
6580 1495 -846
1057 574 -769
4195 5804 27
6223 1909 817
5359 1101 164
8348 566 -10
868 6292 -716
951 9240 -18
1751 2671 777
1993 3745 686
2030 108 443
1142 4708 719
2567 5499 -973
1396 4017 -491
7600 2756 83
2738 6909 66
7619 955 871
5985 2808 -552
440 5605 645
380 5940 490
3299 2593 368
1157 771 -475
9063 8255 943
4611 9251 -147
3344 8075 669
7228 2438 527
929 3856 -185
2424 1329 -355
7487 5615 416
8281 3629 -571
3974 3360 -460
6546 9372 875
3489 3140 712
1021 4345 -188
8993 2279 -176
2063 8802 980
882 8248 800
4088 1436 -793
5047 2708 279
4108 1844 -173
3158 1642 334
7378 5541 232
7356 1651 20
1454 748 773
193 6503 946
9013 6642 673
3502 8568 -523
5008 7683 -308
701 4971 145
3707 6399 955
8330 5717 -704
983 7705 -694
5202 6779 -934
5568 587 -104
4157 6742 -917
8019 5416 -82
4436 2728 126
1114 2228 0
8483 4451 766
1811 3589 -351
8997 378 608
8363 1921 -952
9175 885 -879
7636 4334 -493
2291 7312 379
9491 2044 145
5842 346 -226
2668 3563 2
2390 8463 -250
7157 6293 117
9028 8257 78
372 5951 -461
2349 7515 463
2156 3742 -974
2049 4277 -475
6618 8248 -898
5724 4721 97
5154 3281 -924
5925 5393 -304
1208 5299 -482
3966 8893 -431
7106 299 -828
3041 7008 -35
673 5101 -687
6406 5220 895
4328 512 502
2365 66 83
3291 7209 -916
7913 7793 -64
4317 1147 747
5440 7967 11
3513 6471 -681
5510 1406 -952
3053 51 511
2336 3709 267
4331 2633 -889
6105 979 -442
2860 5023 -578
1575 2255 -478
8068 100 -133
496 8965 -596
1164 3349 -946
6099 7873 738
3245 726 394
1847 2170 -239
6984 3917 873
8848 1970 176
8431 1421 508
796 6166 -693
6430 2954 -910
8396 3695 -77
6444 6653 157
5696 7292 -537
2132 1653 -910
5167 9529 -936
8182 7873 923
7700 9192 413
9148 7598 161
6414 7493 -728
4126 7811 949
1367 3712 -656
6999 354 374
480 4495 825
7878 8600 -675
740 7377 261
1404 1183 -58
4714 1338 -421
7335 6095 238
8853 8508 45
1666 5754 -690
975 65 -455
7605 8145 594
8743 1222 876
4120 9141 213
8008 4410 686
6717 7653 -511
6231 3555 -606
4411 5931 993
3321 3733 930
7228 8786 376
2903 8817 -381
3099 6011 -858
4808 8511 912
198 9466 96
5521 7401 -57
6590 3223 398
2338 4729 503
2459 3460 468
6089 7599 -625
9541 5641 -585
2872 5823 381
9324 4178 805
1936 7869 994
4620 1979 227
6142 7713 427
7142 7794 -362
2703 2162 -608
7462 9469 977
308 683 -160
2397 3903 371
4805 798 -535
7672 6743 596
7282 5000 786
1075 4485 -391
4768 9391 -113
6634 8165 814
3017 3961 677
2731 6099 -232
9241 6635 -381
609 1318 -119
4035 5501 -534
3040 8351 -402
3787 4892 583
3974 1577 803
5056 2033 533
1708 1232 546
8066 2642 -558
4255 8292 -390
2320 8724 723
5838 6316 -915
3573 6868 716
6875 4262 -609
6770 4630 721
591 735 258
3684 3769 432
2282 7366 914
7045 7832 276
5169 1972 -889
8816 3473 -332
1126 7944 -749
3099 3924 450
2379 5805 102
1192 323 926
7961 2364 125
7113 1008 271
6039 5056 682
1809 9008 -865
5343 758 -306
999 5020 351
4907 3871 -184
2988 2655 -423
2864 5798 111
9241 9438 -924
1409 4861 -859
1867 4233 -230
3232 6508 495
6411 6925 -994
9352 3495 233
948 5523 -261
4371 3921 -659
9303 3285 -943
5410 6645 10
6216 3401 -997
8714 4608 974
6134 4129 -596
7243 728 667
4379 219 -37
8086 3600 -737
4940 6495 969
6515 3941 957
5603 4554 271
3225 140 -221
7631 4180 -370
1429 3228 -842
8014 12 -379
5897 6204 -957
558 4384 -632
6230 8611 680
6091 8306 -775
1094 8267 -632
6507 9503 -963
779 5220 -894
85 2545 445
8159 1096 490
6131 2818 -111
8655 5760 124
534 2573 905
5309 7090 -730
6088 5217 -735
3090 8784 333
8455 9514 426
5065 242 845
7802 2472 746
8487 5468 763
8310 9258 -961
1115 1699 195
17 2132 822
7160 8801 -821
3742 7151 581
1916 6972 -609
5812 476 -672
7187 8220 -433
9488 4666 903
6228 8324 -254
321 2772 -224
6223 7450 -881
3486 42 -24
1400 9112 289
351 2256 141
4473 6400 -697
9259 1993 -260
4469 7305 -363
8668 9163 -343
589 125 71
3818 7447 -646
9549 9295 -600
8370 6960 345
6804 652 -47
4746 4614 -766
2194 3058 -853
9472 2810 852
6345 4589 -959
5166 5996 436
3612 5396 -630
8965 7793 156
4047 3084 -340
1690 8534 -268
943 6572 -298
1779 8602 -689
479 6676 -244
9011 7355 -998
7352 5211 -765
8050 1118 -793
341 6261 -927
3611 6339 -77
1112 2212 394
1548 5506 440
4944 4934 -479
212 5200 25
6504 4054 -975
8685 8070 482
8309 8974 -646
5251 7670 -71
2593 1365 75
6734 5117 -264
1952 4869 594
6536 9086 -814
8981 863 -564
7263 4206 314
3674 147 -262
5886 2606 478
4428 606 -428
8881 4117 -191
3108 7479 513
353 2773 871
6220 4947 991
3379 6590 471
954 4385 -573
5305 5070 -755
4492 8594 -400
249 3892 253
1682 9052 -79
2726 4966 -836
3247 6755 191
7893 6090 -73
3535 8095 284
8941 4342 464
650 4661 -603
8660 5313 -991
2680 7182 -708
6593 5158 144
414 2930 -235
6317 6109 -840
580 6406 93
5673 445 -142
9162 2537 -180
220 3910 -416
6154 9044 477
2196 1028 -990
6355 1919 319
5329 1465 934
1881 8248 -432
4404 8540 -166
5400 3321 810
8232 500 74
8821 974 831
1069 7899 -570
6337 7025 -54
3039 3580 -168
9346 3906 268
2320 3387 43
2141 8770 0
1424 4274 -927
4580 771 -837
2022 3820 -306
2589 7512 961
7945 3414 -169
8013 9539 3
7038 5417 696
8949 3987 -112
6946 5139 757
8983 7887 558
7844 1021 686
6487 397 838
5437 9374 64
9276 705 -19
8639 5138 627
9537 3681 778
3369 7043 -277
7211 9455 -702
5498 1615 -482
3482 6756 398
5792 8819 -164
4099 9254 75
3587 2150 -591
948 1408 724
9201 6026 734
4886 5475 -555
2146 8148 -413
7065 2826 -269
4727 4917 254
7687 7186 701
5723 5779 -799
7122 2597 892
8267 7851 780
9506 5831 561
3273 7762 -976
8902 4140 -714
6906 5275 45
1255 2921 891
6409 1037 -332
3382 4344 775
852 9102 196
5521 105 916
6393 1599 -184
1366 7565 894
3444 7587 833
74 1955 -306
660 2861 -383
1831 7732 712
7262 5501 626
6028 4735 -303
6436 6747 -42
8942 3411 243
5036 6911 767
2461 65 -145
98 9394 -574
9119 4177 779
8263 8689 -940
2749 7042 9
3537 65 -324
3904 4626 -330
1731 5530 33
6232 4124 -615
4975 8907 -863
9378 6202 -994
9518 5455 456
1376 550 602
6574 7473 -716
7732 9095 635
2454 6451 -570
4731 1396 -801
2204 4435 986
3136 5557 -653
5723 2501 944
9399 2403 -29
1893 5997 437
8622 5751 -171
3482 3245 -59
2608 2014 -413
4266 4584 -640
5988 587 96
7554 7170 894
562 3289 37
6244 9003 694
3291 3168 259
1840 207 -428
7214 5540 -772
3428 254 57
642 3156 469
3459 1919 489
3758 1753 -966
8611 5485 -930
6725 5668 307
7393 7600 977
2302 6734 537
487 3807 -485
2223 8250 46
5169 6218 558
4613 9169 -801
2849 216 -539
2741 3101 -580
3070 2198 -828
4242 4103 962
8102 8030 -302
9285 4815 674
8092 8809 950
4974 4278 801
7914 4283 -27
1458 7120 -21
1695 5101 458
4407 2590 454
1523 3490 352
1732 6978 -372
4518 1888 -98
6664 207 -764
4623 2424 519
1477 1906 589
9563 6924 -54
7120 6036 -846
7932 5950 -927
128 3885 233
1409 7243 326
3800 6618 553
438 5437 -15
4094 5012 -261
2243 8158 497
7894 6325 -728
911 8639 445
6011 9107 -766
1427 574 140
257 4808 670
8243 3756 -886
8581 5775 343
422 2915 969
784 1506 79
1170 5563 289
5528 9489 421
2533 4215 -57
6044 9283 -57
8158 7770 -915
9255 44 -415
7408 62 -909
1763 7712 -414
1036 2255 -4
1034 6266 100
8802 2897 -693
1073 7615 541
5308 7402 -731
788 4040 -219
4033 4530 -35
1972 5718 -659
6075 3548 231
5174 1376 944
456 8428 -978
6766 18 -560
8759 6930 413
6063 9026 476
2003 4062 194
5847 1840 -998
852 6446 -638
7905 1876 -274
5468 1083 -381
1540 7859 316
8533 1665 77
6399 3947 912
1430 1015 910
9513 4949 620
6305 7786 -625
4445 554 313
2162 1285 881
175 5187 -286
6118 9365 930
57 4239 419
2067 367 553
6174 7607 735
48 6783 436
6860 4922 -249
1804 4838 -87
5416 6711 -329
9145 245 871
1072 9184 -232
7342 1449 793
8809 6882 378
8017 3914 18
5100 991 343
7561 6139 -405
9486 1649 -989
8788 977 -420
846 5914 -543
7225 6390 -880
224 2711 -251
3567 3713 596
683 4653 505
5992 8699 818
1916 5284 -543
4537 5650 951
1974 4462 -74
6638 3316 615
4545 1306 665
5803 2507 -79
6021 8598 -767
7565 4297 470
6717 1798 -4
1762 2866 -885
5237 7320 -327
551 8956 -52
2570 1922 -919
1362 4119 -948
3166 415 -706
7382 3333 -160
932 129 -696
6069 6568 -547
7841 2066 -550
1067 681 -847
9138 4600 798
122 5498 -755
1514 7444 204
9463 6334 -351
3212 1418 -19
8504 7830 -70
841 4278 473
2016 4217 -741
3701 1274 -656
1013 957 355
1525 2604 -139
1946 6209 -944
6437 1225 -1000
918 135 664
1519 3311 569
3497 222 -608
5332 1259 -953
6410 2758 -400
7426 5438 -507
4659 3342 -321
9229 4303 -935
9572 1219 46
5773 6284 511
1931 8178 -166
920 1393 965
8232 1613 -976
8049 1112 355
3272 1951 564
5597 6960 -657
1659 7992 -657
740 114 75
2840 6528 899
2885 7775 -140
1261 7149 -624
14 6871 -837
9412 7793 66
1950 6713 -351
3408 8352 -467
114 7483 923
6482 5508 25
6037 4935 396
881 2788 52
5713 4901 -4
4241 3624 -954
197 5343 -891
1207 5364 17
1666 5487 -896
2622 4918 -624
4755 5245 -972
4288 639 -346
8605 5851 948
751 1732 289
202 3107 -469
2130 1197 -530
9279 3324 176
329 4896 -372
3504 193 59
3122 1420 -481
5486 7664 25
2028 7868 717
789 7345 123
9122 2521 -443
3663 6316 -631
4153 4466 648
7523 6781 228
7926 7337 0
3581 1653 76
5358 2847 -189
4806 9502 973
7007 2374 329
8945 3154 464
5588 641 907
1727 8431 -284
1611 7322 -993
3310 5017 909
6564 830 -644
9437 4062 673
8091 31 285
3488 1566 806
3710 7514 51
7052 1853 897
4724 8361 -28
707 2280 284
8513 7722 827
8098 8029 -718
7843 563 -707
3039 7876 515
2858 6988 228
652 72 161
3582 7223 760
3672 4549 948
8502 1500 -469
477 2848 884
731 8289 598
8184 5459 809
9117 1098 160
9075 9334 55
1853 1496 -707
7544 4336 236
9194 4991 384
310 8134 459
945 4528 -291
3341 7355 934
1354 9016 -185
8458 8778 -774
7151 867 -175
2988 203 -363
4546 4693 353
5641 4656 -784
1970 4381 290
4693 3212 96
9446 2363 495
8409 1479 282
2230 915 582
3047 323 584
2550 8184 -430
4133 4854 -975
2666 2115 729
2145 2597 -618
7325 3800 -540
5107 7325 889
2308 619 432
8673 3255 -442
4402 3335 -600
1446 888 -506
9294 8673 755
1081 8098 968
4161 2900 -687
5895 660 -830
9370 2276 -473
5820 8740 -198
1635 7159 817
3341 9008 152
3709 2305 -872
4464 167 -767
6622 1167 202
3948 9486 629
2738 4197 442
4360 3792 872
9046 1461 -880
1826 7762 -34
4453 7370 -561
6404 4543 651
1454 9170 223
1645 4890 -273
6459 4785 558
2480 7236 284
1088 8515 -345
7009 4465 -661
3274 2907 434
4436 4395 -62
572 2908 204
2254 71 -139
933 6085 953
4126 1555 -5
3716 3501 -502
5338 6345 -103
7802 5720 -146
9229 811 -381
3659 4848 -813
4794 5059 -137
5377 5208 -86
330 6422 692
7758 9322 -770
2520 6094 842
8009 4453 953
1095 4746 190
4529 3242 -505
4500 3399 570
8846 9197 808
5224 5163 -612
7998 7067 -419
4740 3067 587
7848 8606 -276
1157 8666 -615
7634 636 717
8582 8537 -127
3791 2913 491
6548 5766 708
435 9326 146
807 771 -210
309 7510 278
3647 5362 961
5097 3197 -146
1229 2346 -581
1485 3534 -339
8821 8664 661
1563 5676 616
6625 2805 460
9075 5370 -622
7344 528 -212
3755 9489 63
3165 3110 -200
4148 4609 -436
4287 7946 72
2038 3018 -755
1803 7756 667
5047 2794 434
6348 126 728
6565 8724 -174
3908 8405 -33
3547 4060 643
5008 2304 754
5503 27 752
1402 1653 -90
1614 4435 -837
5155 8320 -178
6356 5259 -96
5024 6388 -873
5797 6079 558
9235 5953 794
2164 6502 989
8626 8280 911
9393 584 587
9053 1457 -723
3661 4646 484
5540 2904 211
1958 2058 635
4346 7872 -755
1075 7253 772
462 2890 -901
4983 4260 -350
1862 1085 990
1252 563 24
3601 7693 868
3946 3112 -89
3493 1595 784
7199 8871 945
3421 491 -260
6266 7879 988
7254 3544 674
7478 6920 714
3061 1681 -239
3559 5060 -797
266 7976 -12
4035 9006 145
6847 2172 547
7211 8300 -862
6608 1749 -319
7428 6128 -86
608 7530 -494
3500 8781 -156
6165 121 -106
3106 2740 -614
3770 6709 527
7086 8553 -108
3825 6116 -657
4226 4397 267
8432 2685 -338
6798 3906 199
5083 6191 568
1527 3106 -934
6867 4476 325
6647 8100 -72
4307 8489 384
3852 633 295
4801 7384 -820
9355 7306 489
1843 202 -488
890 137 174
8001 3831 581
6215 7119 -338
6106 5368 175
3060 2418 91
8035 464 -910
6566 5331 -792
6186 7554 67
1909 9428 -636
4094 54 612
2265 1756 -341
2633 7160 -149
9220 9042 -632
9423 3825 -378
8845 6447 -1000
6921 5119 -45
5280 7585 67
2176 4879 216
4447 8856 -615
5593 8282 42
1126 703 -941
9007 7049 5
2750 8320 478
8969 6548 338
8081 4227 732
6356 4061 801
559 990 -790
8123 5863 -296
7097 2512 -801
6606 6932 -624
6018 55 877
1740 9250 -788
3656 4121 -640
3833 8251 508
3610 4265 341
246 3032 756
4000 1771 531
5364 1520 -322
7798 5393 254
8324 1903 751
9567 8812 697
4857 9090 463
4945 9512 367
4160 3490 -126
1897 8202 -293
836 214 -614
8805 2725 423
4559 5456 -983
9131 3240 -750
4688 7461 -859
3708 9339 498
7753 3711 68
9056 3514 226
9262 7018 513
7893 9341 430
8088 1785 294
3027 7468 154
1014 1327 364
6585 481 640
5920 9164 283
3327 870 -977
3324 1264 418
6558 7530 866
4150 5272 349
400 3317 -963
167 2659 -254
3993 4628 -307
4370 4981 355
4161 1833 -181
1096 1856 146
5068 9457 60
8139 1088 934
8774 393 -175
1060 8871 -24
4977 4038 -918
9528 6756 -119
6479 6302 376
6022 2124 620
8103 6061 -193
4890 6074 -970
2737 4402 -146
1793 2543 990
3563 1759 366
5407 2488 -868
652 2494 -522
5558 7173 175
4876 5619 -859
3320 8796 633
1822 6100 -421
8188 6151 75
2098 3275 -795
5526 6033 -408
8274 4997 959
3473 8829 381
7646 5546 -783
576 5160 162
226 6997 113
4775 805 95
2406 9290 -604
355 4764 506
4563 1469 -330
4894 1034 157
8066 9025 -426
4135 4392 388
6363 6604 -491
888 5597 -76
3756 9083 -48
7786 5414 -405
2846 7145 -312
1754 3208 -275
3919 2498 474
3122 9018 -478
3291 5933 229
6457 5832 -543
5920 5903 991
98 1964 301
4692 8289 -110
5218 3894 160
7480 5785 82
6962 2442 -72
1710 3119 -170
5173 659 -764
1104 6766 980
8092 42 -259
7739 1637 744
6382 4293 -717
7338 8918 723
2043 6210 731
597 5550 499
8307 7384 -640
8283 5329 -767
1257 4915 -915
6159 3205 -948
5272 8519 -613
4172 7704 -483
6268 8572 442
1300 3828 -80
6330 2172 687
2381 3767 815
2958 1565 602
9195 7305 -748
1302 8522 -637
3269 3184 -819
6 6936 -637
2214 108 -148
2205 6335 991
9069 3007 924
9170 5714 483
7332 5488 -868
6780 548 181
5722 8679 782
7613 8155 -813
9019 5987 682
7353 5882 -670
868 9376 347
8302 5373 -184
515 2895 -561
1468 1116 -273
6390 738 377
8217 7166 521
3357 248 213
5318 1191 906
5918 2168 -806
3783 2368 -824
613 9571 -648
6884 481 -488
5165 9429 -45
9091 6961 -617
4580 4836 889
8769 2079 -899
4529 4948 -85
5257 261 -410
6739 4291 -341
2377 8327 370
2095 4889 413
8792 2607 219
5300 2478 -726
3101 6107 -518
2517 2701 812
6266 3057 148
3888 4696 -735
330 6449 977
2744 539 -513
6035 1754 137
3818 8220 555
170 7230 65
7511 397 -437
5261 9158 -422
3089 1315 -946
3567 9007 -609
3284 5899 -899
3956 1506 253
3558 3633 -613
8130 6340 -970
3326 7687 980
7279 7956 -687
8152 551 -224
6120 7626 -430
502 2358 11
3759 6950 -899
4634 3885 -228
5442 3356 241
8448 9258 694
6330 7332 -771
3016 9081 -143
665 5221 -826
8819 9160 -775
4350 8197 -866
7985 9585 868
7909 5294 -406
9003 7159 -1
763 7914 -678
8534 5241 -168
6343 8410 -106
3637 2516 -485
4669 5471 -86
3278 29 952
7274 1987 -54
6533 2125 -504
3200 5088 -17
2427 1917 -551
6825 2039 923
6292 4470 325
7736 6268 555
956 3016 708
7886 5840 260
6905 9539 -841
7852 1077 781
8715 5467 861
7421 2384 153
9558 5214 798
2058 7047 -897
8977 4945 980
4484 4909 33
2204 3655 -89
483 9424 626
1360 2642 -697
6562 8541 -886
4108 1599 671
2581 5143 205
6182 431 749
7760 3623 -213
6173 4583 -274
8803 3570 -953
3973 5569 698
1622 1070 968
3880 9230 -481
6803 2866 -245
6113 5495 956
8557 4203 881
3726 7210 -298
356 6841 635
5520 4509 -361
8181 5060 -518
2662 6072 81
4642 4468 782
9215 3471 -358
9070 4871 798
1839 6520 323
5724 2366 -200
1841 5719 -379
8080 9444 -454
7344 8368 -641
215 8873 660
1159 5161 -522
5686 4046 -912
629 6505 -971
5004 2515 461
9044 232 525
7327 6741 477
3981 3076 -533
231 8687 -949
8497 3721 149
6860 5896 122
3015 6427 370
9059 2184 -564
4186 2869 309
5916 8232 -842
9214 6140 -320
7561 9558 932
5660 507 -214
5370 8234 952
5164 3522 -118
5871 8904 22
7558 5083 -411
965 3873 424
4786 668 355
7767 4520 -234
8682 8477 -502
3874 7825 767
2836 5473 228
5093 1737 200
4396 2561 367
6135 4247 -301
6062 1047 521
1122 1742 -693
9033 588 -683
1555 7451 -695
435 2062 -375
2670 1392 -341
4831 5997 -270
3279 1706 381
5250 8325 -448
8708 8208 424
9538 7729 206
7159 5571 -95
2579 5942 -659
1722 1236 -574
1921 2183 662
2652 1755 802
7739 8426 283
2143 5321 -644
3559 9089 236
8487 592 -922
4008 5175 434
7691 6250 -313
8363 7800 -449
6369 9479 -634
767 8419 455
8694 16 -563
9568 6258 -350
3026 5316 -405
7727 8743 -771
9479 2609 415
2896 5788 90
7315 1540 707
2248 704 -111
5605 9145 -444
5746 3431 832
5977 99 788
7004 4228 75
8970 520 -898
9067 522 666
6319 2339 -831
2744 537 -945
2400 436 -811
4111 4616 873
1857 3668 -90
1045 4524 -354
1985 6450 -717
7883 8340 -299
1692 1851 390
3196 9176 315
371 2112 653
7009 3542 -825
3531 812 -268
97 6924 424
6535 3819 208
5999 2717 -515
181 7480 486
6156 6895 -163
7552 2744 -247
4887 2565 249
3582 5534 -614
6935 6596 608
4061 4289 -668
2240 3080 -993
3000 8341 -879
3699 439 841
1595 7848 -127
4120 9388 100
1934 9379 -477
7187 1292 -682
4395 4059 -870
9450 3542 -111
5748 2243 58
6513 5576 454
8097 9398 -244
323 7787 -290
2233 4440 836
9073 4336 -26
1215 2172 -725
554 7239 152
4040 2052 190
4458 2060 413
923 6259 578
4451 6890 584
6450 4266 751
7757 2184 -515
4715 4122 -133
4064 657 -161
4057 2711 -595
3899 3463 142
1123 4589 -395
2066 9078 515
7453 2974 -245
1112 7503 -761
8024 367 665
7052 8833 -814
9328 6784 644
7503 7419 -932
153 812 -170
524 6545 -978
469 3664 -495
8915 8302 642
6112 6331 333
2014 7349 -678
9292 1645 561
1450 30 -671
34 7098 141
7967 4734 263
3264 8936 219
4811 4460 108
8874 9232 615
6140 3398 -251
3893 1413 -816
644 1560 406
4832 8051 177
4857 1581 -753
2554 478 -242
5772 8277 943
9451 4753 -573
9157 5091 384
4881 473 299
4329 2250 -358
2766 8798 266
7686 5983 -823
5585 8248 -501
5404 4425 -703
6375 2219 457
7758 2181 479
8958 3513 811
8920 9004 260
8366 169 552
4282 6082 608
4848 3780 429
7167 7287 406
9237 5371 402
1189 1941 -320
7085 4594 -684
7531 3810 323
7417 4911 347
8925 2487 -704
388 9013 -911
741 3448 316
5584 5559 -583
3638 2077 720
8433 3415 -394
1457 8160 650
1343 2894 345
4428 9236 105
2006 812 320
9428 3630 -477
4345 6911 852
8731 4834 275
6397 2833 -445
693 6204 -127
4222 676 457
5982 8777 838
5886 2101 777
3124 853 -362
3916 7553 -98
4328 7303 719
9450 4790 -447
2295 6133 500
1588 2962 431
616 9087 -374
1611 1408 -310
2486 4508 -190
7230 5002 -764
4856 7303 -576
2924 5961 128
9107 5943 126
7211 3945 794
4438 9515 780
1130 760 -795
8502 3228 -982
6821 5128 -454
9175 5065 120
8079 4231 566
90 8901 703
4475 4530 -978
3943 2449 615
7117 7031 950
7408 3212 -696
4599 8177 885
6866 8277 -295
7073 5753 457
6012 2772 10
874 3325 976
2173 8436 588
6094 810 -964
7702 5844 -822
5399 3955 -55
2117 903 -371
6624 3059 559
8332 698 -780
136 773 -324
2415 3073 613
3267 4984 117
3724 1317 703
1115 1969 -172
3276 4319 125
8322 3897 708
8644 2542 449
9166 4269 -95
5162 8186 -650
